X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,typeStatus,recordedBy,recordNumber,continentOcean,country,stateProvince,locality,preparationType,occurrenceRemarks,barcode,imagecode,identifiedBy,year,month,day,county,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,dayIdentified,fieldNumber,class,individualCount,CD_UF,NM_UF,SIGLA_UF,NM_REGIAO
-45.067778,-23.325556,"5",2021-03-01 16:32:40-03,UNICAMP,UEC,"166765",S,Plantae,Magnoliopsida,NA,Lauraceae,Ocotea,frondosa,Ocotea frondosa,(Meisn.) Mez,NA,"Padgurschi, MCG; Tamashiro, JY; Belinello, R","1568",NA,Brazil,São Paulo,PESM. Núcleo Santa Virgínia. Parcela K.,NA,"K1701 Árvore, ca. 20 m, sem flores ou frutos.; Floresta Ombrófila Densa Montana.",UEC039877,UEC039877,"Brotto, ML","2008",NA,NA,São Luiz do Paraitinga,-45.067778,-23.325556,NA,NA,"2018","09","-45.067778","-23.325556","1065","1093",NA,NA,NA,NA,"35",São Paulo,SP,Sudeste
-47.8800010681152,-24.7099990844727,"6",2021-03-01 16:32:40-03,UNICAMP,UEC,"70161",S,Plantae,Magnoliopsida,NA,Lauraceae,Ocotea,frondosa,Ocotea frondosa,(Meisn.) Mez,NA,"Daniel, A",s.n.,NA,Brazil,São Paulo,NA,NA,"Árvore 10m, em início de floração. Nativa em mata primária.",UEC138294,UEC138294,"Baitello, JB","1968","09","10",Pariquera-Açu,-47.8800010681152,-24.7099990844727,"17990",auto,"1994","02",NA,NA,NA,NA,"10",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"18",2019-11-13 11:21:11-03,USP,SPF,"83066",PreservedSpecimen,Plantae,NA,NA,Lauraceae,Ocotea,frondosa,Ocotea frondosa,(Meisn.) Mez,NA,"Rodrigues, A",s.n.,NA,Brasil,São Paulo,Serra da Cantareira.,NA,NA,SPF00083066,NA,"Baitello, JB","1952","07","03",São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,"2016","08",NA,NA,NA,NA,"29",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"19",2019-10-07 09:23:02-03,UEFS,HUEFS,"178401",PreservedSpecimen,Plantae,Angiospermae,Laurales,Lauraceae,Ocotea,frondosa,Ocotea frondosa,(Meisn.) Mez,NA,"Lopes, B.",spsf6217,NA,Brasil,São Paulo,"Serra da Cantareira, chapada.",NA,NA,HUEFS0178401,HUEFS0178401,NA,"1964","06","10",São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,Magnolianae,NA,"35",São Paulo,SP,Sudeste
-45.109914,-23.360372,"25",2019-06-24 08:12:59-03,IAC,IAC,"54019",S,Plantae,NA,NA,Lauraceae,Ocotea,frondosa,Ocotea frondosa,(Meisn.) Mez,NA,"A.C.O. Souza; L.C. Bernacci & R. Belinelo","76",NA,Brasil,São Paulo,"Parque Estadual da Serra do Mar, Núcleos Santa Virgínia/Picinguaba, trilha da Pipoca",NA,NA,NA,NA,A.C.O. Souza et al.,"2011","02","15",Ubatuba,-45.109914,-23.360372,NA,NA,"2011","02","-45.109914","-23.360372",NA,NA,"15",NA,NA,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"28",2021-03-04 15:44:10-03,IF,SPSF,"06217",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Ocotea,frondosa,Ocotea frondosa,(Meisn.) Mez,NA,B.Lopes,NA,América do Sul,Brasil,SP,"Parque Estadual da Cantareira, Chapada",NA,"COLETA: XLS: SPSFAntigo&nf;Árvore com flores.&nf;Nome popular: canelão.;",NA,NA,J.B.Baitello,"1964","06","10",São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,"1994","08",NA,NA,NA,NA,"17",NA,Magnoliopsida,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"29",2021-03-04 15:44:10-03,IF,SPSF,"00179",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Ocotea,frondosa,Ocotea frondosa,NA,NA,M.Koscinski,NA,América do Sul,Brasil,SP,Serra da Cantareira,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,J.B.Baitello,"1938","07","01",São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,"1996","11",NA,NA,NA,NA,"26",NA,Magnoliopsida,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"30",2021-03-04 15:44:10-03,IF,SPSF,"08089",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Ocotea,frondosa,Ocotea frondosa,NA,NA,M.Koscinski,NA,América do Sul,Brasil,SP,"serra da Cantareira, Cuca",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"1940","06","01",São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"31",2021-03-04 15:44:10-03,IF,SPSF,"14157",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Ocotea,frondosa,Ocotea frondosa,NA,NA,J.B.Baitello,"406",América do Sul,Brasil,SP,"serra da Cantareira, Pinheirinho",NA,"COLETA: XLS: SPSFAntigo&nf;Nome popular: canela-pereira&nf;Árvore 8m altura; flores;",NA,NA,J.B.Baitello,"1991","04","23",São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,"1994","08",NA,NA,NA,NA,"17",NA,Magnoliopsida,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"32",2021-03-04 15:44:10-03,IF,SPSF,"14168",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Ocotea,frondosa,Ocotea frondosa,NA,NA,J.B.Baitello,"407",América do Sul,Brasil,SP,"serra da Cantareira, Pinheirinho",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,"1991","04","29",São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"33",2021-03-04 15:44:10-03,IF,SPSF,"06230",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Ocotea,frondosa,Ocotea frondosa,NA,NA,M.Koscinski,NA,América do Sul,Brasil,SP,Serra da Cantereira,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: Chapada&nf;;",NA,NA,J.B.Baitello,"1933","07","21",São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,"1994","08",NA,NA,NA,NA,"17",NA,Magnoliopsida,NA,"35",São Paulo,SP,Sudeste
-46.6300010681152,-23.5400009155273,"35",2021-03-04 15:44:10-03,IF,SPSF,"06180",PreservedSpecimen,Plantae,Magnoliophyta,Laurales,Lauraceae,Ocotea,frondosa,Ocotea frondosa,NA,NA,J.B.Baitello & O.T. Aguiar,NA,América do Sul,Brasil,SP,Serra da Cantereira,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: Chapada&nf;;",NA,NA,NA,"1979","05","11",São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,"35",São Paulo,SP,Sudeste
