"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","imagecode","geoFlag","yearIdentified","monthIdentified","continentOcean","locality","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","dayIdentified","class","order","individualCount","typeStatus","fieldNumber","preparationType","relatedCatalogItem"
"1","2020-11-04 11:05:43-03","ESALQ","ESA","11976","PreservedSpecimen","Plantae","Magnoliophyta","Cyperaceae","Eleocharis","loefgreniana","Eleocharis loefgreniana","Boeck.","Faria, A.D.","Souza, V.C. et al.","4284.0","1993","09","09","Brasil","São Paulo","Itararé","-49.3400001525879","-24.1100006103516","27729","ESA011976","ESA011976","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-11-27 13:47:40-03","UFS","ASE","10970","PreservedSpecimen","Plantae","Magnoliophyta","Cyperaceae","Eleocharis","loefgreniana","Eleocharis loefgreniana","Boeckeler","Trevisan, R","Oliveira, RC; Silva, GP; Cunha, MMR","1196","1998","07","04","Brasil","Maranhão","Balsas","-46.617222","-8.549167",NA,"ASE0019518",NA,NA,"2013","06","Southern America","Agrovila Nova de Carli, Lote pivo Central.","-46.617222","-8.549167","500","500","Erva. Abundante.; Erva. Abundante.; Mata de galeria na margem do rio.",NA,NA,NA,NA,NA,NA,NA,NA
"3","2019-11-27 13:47:40-03","UFS","ASE","12846","PreservedSpecimen","Plantae","Magnoliophyta","Cyperaceae","Eleocharis","loefgreniana","Eleocharis loefgreniana","Boeckeler","Trevisan, R","Oliveira, RC; Silva, GP; Cunha, MMR","1196","1998","07","04","Brasil","Maranhão","Balsas","-46.617222","-8.549167",NA,"ASE0009458","ASE0009458",NA,"2013","06","Southern America","Agrovila Nova de Carli,, lote pivo central.","-46.617222","-8.549167","500","500","Erva abundante.; Erva abundante.; Mata de galeria na margem do rio.","17",NA,NA,NA,NA,NA,NA,NA
"4","2019-11-27 13:47:40-03","UFS","ASE","18213","PreservedSpecimen","Plantae","Magnoliophyta","Cyperaceae","Eleocharis","loefgreniana","Eleocharis loefgreniana","Boeckeler","Trevisan, R","Prata, AP; Costa, SM; Nascimento - Júnior, JE","2057","2009","11","08","Brasil","Bahia","Pilão Arcado","-42.3015","-10.0012",NA,"ASE0009472","ASE0009472",NA,"2013","06","Southern America","Brejo da Serra, Cabeceira da vereda de Brejo da Serra.","-42.3015","-10.0012",NA,NA,NA,"17",NA,NA,NA,NA,NA,NA,NA
"5","2019-11-27 13:47:40-03","UFS","ASE","9692","PreservedSpecimen","Plantae","Magnoliophyta","Cyperaceae","Eleocharis","loefgreniana","Eleocharis loefgreniana","Boeckeler","Trevisan, R","Prata, AP; T.Konno; Alves, V; R.Arruda; A.Carvalo; C.vecchi; P.Pitt","1141","2001","04","02","Brasil","Minas Gerais","Santana do Riacho","-43.4251","-19.1008",NA,"ASE0009450","ASE0009450",NA,"2013","06","Southern America","Serra do Cipó, 2-3km N de Palácio","-43.4251","-19.1008",NA,NA,NA,"17",NA,NA,NA,NA,NA,NA,NA
"6","2019-11-27 13:47:40-03","UFS","ASE","10267","PreservedSpecimen","Plantae","Magnoliophyta","Cyperaceae","Eleocharis","loefgreniana","Eleocharis loefgreniana","Boeckeler","Trevisan, R","Prata, AP; Konno, T; Alves, V; Arruda, R; Carvalho, A; Vecchi, C; Pitta, P","1152","2001","11","02","Brasil","Minas Gerais","Santana do Riacho","-43.4251","-19.1008",NA,"ASE0009456","ASE0009456",NA,"2013","06","Southern America","Serra do Cipó, 2-3 Km. norte de Palácio.","-43.4251","-19.1008",NA,NA,NA,"17",NA,NA,NA,NA,NA,NA,NA
"7","2019-11-27 13:47:40-03","UFS","ASE","10363","PreservedSpecimen","Plantae","Magnoliophyta","Cyperaceae","Eleocharis","loefgreniana","Eleocharis loefgreniana","Boeckeler","Trevisan, R","Prata, AP; Rocha, IA; O.S.Neves","566","1998","10","29","Brasil","Roraima","Boa Vista","-60.4023","2.4911",NA,"ASE0009452","ASE0009452",NA,"2013","06","Southern America","BR 174, Mucajaí, próximo a Serra Grande","-60.4023","2.4911",NA,NA,NA,"17",NA,NA,NA,NA,NA,NA,NA
"8","2019-11-27 13:47:40-03","UFS","ASE","17117","PreservedSpecimen","Plantae","Magnoliophyta","Cyperaceae","Eleocharis","loefgreniana","Eleocharis loefgreniana","Boeckeler","Trevisan, R","Paiva, VF; Azevedo, INC; Bringel, JB; Bijos, NR","618","2009","09","25","Brasil","Distrito Federal","Lago Sul","-47.5546","-15.4647",NA,"ASE0011580","ASE0011580",NA,"2013","06","Southern America","EEJBB - Área de Lazer","-47.5546","-15.4647",NA,NA,"Erva. Inflorescência bege em espigueta ferruginea na borda do Corrego Cabeça de Veado. Substrato glei.; Erva. Inflorescência bege em espigueta ferruginea na borda do Corrego Cabeça de Veado. Substrato glei.; Mata de Galeria.","17",NA,NA,NA,NA,NA,NA,NA
"9","2019-11-27 13:47:40-03","UFS","ASE","9693","PreservedSpecimen","Plantae","Magnoliophyta","Cyperaceae","Eleocharis","loefgreniana","Eleocharis loefgreniana","Boeckeler","Trevisan, R","Prata, AP; T.Konno; Alves, V; R.Arruda; A.Carvalo; C.vecchi; P.Pitt","1139","2001","04","02","Brasil","Minas Gerais","Santana do Riacho","-43.4251","-19.1008",NA,"ASE0009451","ASE0009451",NA,"2013","06","Southern America","Serra do Cipó, 2-3km N de Palácio","-43.4251","-19.1008",NA,NA,NA,"17",NA,NA,NA,NA,NA,NA,NA
"10","2019-08-20 09:59:46-03","UNICAMP","UEC","117529","S","Plantae","Liliopsida","Cyperaceae","Eleocharis","almensis","Eleocharis almensis","D.A.Simpson","Faria, AD","Pansarin, ER; Simões, AO","784","2001","02","10","Brazil","Minas Gerais","Grão Mogol","-43.3","-16.6",NA,"UEC025847","UEC025847",NA,"2001","02",NA,"Riacho a 25km de Grão Mogol, estrada para a cidade","-43.3","-16.6",NA,NA,"ori, Às margens do riacho, entre rochas.",NA,NA,NA,NA,NA,NA,NA,NA
"11","2020-02-03 10:06:51-03","UNICAMP","UEC","125542","S","Plantae","Liliopsida","Cyperaceae","Eleocharis","almensis","Eleocharis almensis","D.A.Simpson","Faria, AD","Kinoshita, LS; Mansanares, ME","00301","2000","11","22","Brazil","Minas Gerais","Santana do Riacho","-43.7144012451172","-19.1688995361328","26557",NA,NA,"auto","2000","11",NA,"Serra do Cipó, Serra da Lapinha., Campo rupestre localizado próximo à Cachoeira.",NA,NA,NA,NA,"Beira de rio.",NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-08-20 09:59:46-03","UNICAMP","UEC","125542","S","Plantae","Liliopsida","Cyperaceae","Eleocharis","almensis","Eleocharis almensis","D.A.Simpson","Faria, AD","Kinoshita, LS; Mansanares, ME","00301","2000","11","22","Brazil","Minas Gerais","Santana do Riacho","-43.7144012451172","-19.1688995361328","26557","UEC025848","UEC025848","auto","2000","11",NA,"Serra do Cipó, Serra da Lapinha, Campo rupestre próximo à Cachoeira",NA,NA,NA,NA,"ori, Beira de rio.",NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-08-20 09:59:46-03","UNICAMP","UEC","24885","S","Plantae","Liliopsida","Cyperaceae","Eleocharis","almensis","Eleocharis almensis","D.A.Simpson","Faria, AD","Shepherd, GJ","11291","1976","10","15","Brazil","São Paulo","Atibaia","-46.5499992370605","-23.1100006103516","21675","UEC025845","UEC025845","auto","2000","01",NA,NA,NA,NA,NA,NA,"Erva crescendo na beira de uma lagoa.",NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-08-20 09:59:46-03","UNICAMP","UEC","94059","S","Plantae","Liliopsida","Cyperaceae","Eleocharis","almensis","Eleocharis almensis","D.A.Simpson","Faria, AD","Faria, AD; Belinello, R; Matsumoto, K","96405","1996","08",NA,"Brazil","São Paulo","Itapetininga","-48.0499992370605","-23.5900001525879","40712","UEC025850","UEC025850","auto","2000","01",NA,"Brejo no Instituto Florestal, Em frente ao Centro de Pesca Turística, próximo ao Rio Itapetininga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-08-20 09:59:47-03","UNICAMP","UEC","94060","S","Plantae","Liliopsida","Cyperaceae","Eleocharis","loefgreniana","Eleocharis loefgreniana","Boeck.","Faria, AD","Souza, VC; Sakuragui, CM; Miyagi, PH; Levensteinas, B; Bérgamo, P; Cardoso, WP","4284",NA,NA,NA,"Brazil","São Paulo","Itararé","-49.264944","-24.26525",NA,"UEC025647","UEC025647",NA,"2000","01",NA,"Fazenda Espinho, Campo queimado a 1 mês.","-49.264944","-24.26525","1200","1200","Erva, inflorescência castanho-vinácea.",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-01-28 13:24:29-03","PUCRS","MPUC","10618","S","Plantae",NA,"Cyperaceae","Eleocharis","loefgreniana","Eleocharis loefgreniana","Boeckeler","R. Trevisan",NA,NA,"2004","03","20","Brasil","RS","São Francisco de Paula","-50.5835990905762","-29.4480991363525","76715",NA,NA,"auto","2016","06","South America",".",NA,NA,NA,NA,NA,"30","Liliopsida","Poales","1",NA,NA,NA,NA
"17","2020-12-21 16:22:13-03","MBM","MBM","181244","PreservedSpecimen","Plantae",NA,"Cyperaceae","Eleocharis","almensis","Eleocharis almensis","D.A. Simpson",NA,"Harley, R.M.; et al.; et al.","25305a","1988","10","23","Brazil","Bahia","Rio de Contas","-41.966667","-13.533333",NA,"MBM181244","MBM181244",NA,NA,NA,"Southern America","Pico das Almas, Vertente leste. Fazenda Silvina. 19 km ao NO da cidade","-41.966667","-13.533333","1420","1420","Cerrado de altitude, capoeira e cultivação. Erva crescendo em touceiras. Espigas castanho-escuro. Perto da água; Erva crescendo em touceiras. Espigas castanho-escuro.; Cerrado de altitude, capoeira e cultivação. Perto da água.",NA,NA,NA,NA,"ISOTYPE",NA,NA,NA
"18","2020-12-21 16:22:14-03","MBM","MBM","20277","PreservedSpecimen","Plantae",NA,"Cyperaceae","Eleocharis","loefgreniana","Eleocharis loefgreniana","Boeckeler","Trevisan, R.","Hatschbach, G.; et al.; et al.","28241","1971","12","05","Brazil","Paraná","Palmas","-51.9906005859375","-26.4841995239258","46666","MBM020277","MBM020277","auto",NA,NA,"Southern America","Estrada Palmas - Ponte Serrada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2015-09-04 07:46:22-03","MNHN","RECOLNAT_MNHN_P","P00228848","PreservedSpecimen",NA,NA,"Cyperaceae","Eleocharis","loefgreniana","Eleocharis loefgreniana","Boeck.",NA,"Loefgren, A.",NA,"1887","9","19","Brésil",NA,NA,NA,NA,NA,"P00228848","P00228848_01",NA,NA,NA,NA,"Itapetininga",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00228848' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"isotype","146","hb",NA
"20","2015-09-04 07:46:22-03","MNHN","RECOLNAT_MNHN_P","P00228849","PreservedSpecimen",NA,NA,"Cyperaceae","Eleocharis","loefgreniana","Eleocharis loefgreniana","Boeck.",NA,"Loefgren, A.",NA,"1887","9","19","Brésil",NA,NA,NA,NA,NA,"P00228849","P00228849_01",NA,NA,NA,NA,"Itapetininga",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00228849' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"isotype","146","hb",NA
"21","2015-09-04 07:44:48-03","MNHN","RECOLNAT_MNHN_P","P00228850","PreservedSpecimen",NA,NA,"Cyperaceae","Eleocharis","loefgreniana","Eleocharis loefgreniana","Boeck.",NA,"Balansa, B.",NA,"1874","3",NA,"Paraguay",NA,NA,NA,NA,NA,"P00228850","P00228850_01",NA,NA,NA,NA,"L'assomption",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00228850' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"442","hb",NA
"22","2020-12-11 11:43:46-03","UFMG","BHCB","184344","PreservedSpecimen","Plantae","Monocotyledon","Cyperaceae","Eleocharis","loefgreniana","Eleocharis loefgreniana","Boeckeler",NA,"Mota, RC da","3701","2016","03","16","Brasil","Minas Gerais","Catas Altas","-43.389167","-20.125833",NA,"BHCB041617",NA,NA,"2016","03","Southern America","Chapada de Canga","-43.389167","-20.125833","917","917","Projeto desenvolvido pelo Instituto Prístino!; Erva semi-aquática; inflorescências acastanhadas.; Coletada em margem de lagoa perene","30",NA,NA,NA,NA,NA,NA,NA
"23","2012-02-17 10:48:00-02","MO","MOBOT","2787079","PreservedSpecimen","Plantae",NA,"Cyperaceae","Eleocharis","loefgreniana","Eleocharis loefgreniana","Boeckeler","S. González","William R. Anderson","Anderson 8118","1973","4","4","Brazil","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","Serra dos Cristais. Grassy hillside campo on southern edge of Cristalina. Sandy soil. Wet sand",NA,NA,"1250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-04 11:05:04-03","UFRB","HURB","16125","PreservedSpecimen","Plantae",NA,"Cyperaceae","Eleocharis","loefgreniana","Eleocharis loefgreniana","Boecherler",NA,"Prata, A.P.; Konno, T.; Alves, V.; Arruda, R.; Carvalho, A.; Vecchi, C. & Pitta, P.","1152","2001","04","02","Brasil","Minas Gerais","Santana do Riacho","-43.7144012451172","-19.1688995361328","26557","HURB000016125",NA,"auto",NA,NA,NA,"Serra do Cipó; 2-3km norte de Palácio",NA,NA,NA,NA,"SP 10267.",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-09-12 05:00:02-03","US","US","3162478","PreservedSpecimen","Plantae",NA,"Cyperaceae","Eleocharis","almensis","Eleocharis almensis","D.A. Simpson",NA,"A. Loefgren & F. C. Hoehne","148","1887","9","19","Brazil","São Paulo",NA,NA,NA,NA,"US02098060","US02098060_01",NA,NA,NA,"South America - Neotropics","Itapetininga",NA,NA,NA,NA,NA,NA,"Monocotyledonae","Cyperales","1",NA,NA,NA,NA
"26","2020-09-12 05:00:02-03","US","US","3356775","PreservedSpecimen","Plantae",NA,"Cyperaceae","Eleocharis","loefgreniana","Eleocharis loefgreniana","Boeckeler",NA,"W. R. Anderson, P. A. Fryxell, S. R. Hill, R. Reis dos Santos & R. Souza","8118","1973","4","4","Brazil","Goiás",NA,NA,NA,NA,"US03272620","US03272620_01",NA,NA,NA,"South America - Neotropics","Serra dos Cristais. Grassy hillside campo on southern edge of Cristalina.",NA,NA,"1250",NA,NA,NA,"Monocotyledonae","Cyperales","1",NA,NA,NA,NA
"27","2020-09-12 05:00:02-03","US","US","3456350","PreservedSpecimen","Plantae",NA,"Cyperaceae","Eleocharis","loefgreniana","Eleocharis loefgreniana","Boeckeler",NA,"G. Hatschbach, M. M. Hatschbach & O. S. Ribas","73128","2002","5","18","Brazil","Mato Grosso do Sul",NA,NA,NA,NA,"US03272621","US03272621_01",NA,NA,NA,"South America - Neotropics","Passo do Lontra (Mun. Corumbá).",NA,NA,NA,NA,NA,NA,"Monocotyledonae","Cyperales","1",NA,NA,NA,NA
"28","2020-09-02 16:23:44-03","Cenargen","CEN","96931","PreservedSpecimen","Plantae",NA,"Cyperaceae","Eleocharis","loefgreniana","Eleocharis loefgreniana","Boeckeler","C. R. Martins","Carlos Romero Martins","2082","2016","03","20","Brasil","DF","BRASILIA","-47.926666","-15.734722",NA,"CEN00096931","CEN00096931",NA,"2016","06",NA,"Parque Nacional de Brasília - Cascalheira entre a Administração do Parque e o Centro de Visitantes.","-47.926666","-15.734722",NA,NA,"Borda canal leva água para o córrego Acampamento. Doação Flora do Brasil - Distrito Federal.",NA,NA,NA,"1",NA,NA,"Exsicatas",NA
"29","2019-11-13 11:18:37-03","USP","SPF","76971","PreservedSpecimen","Plantae",NA,"Cyperaceae","Eleocharis","almensis","Eleocharis almensis","D.A.Simpson",NA,"Harley, RM; Simão, R; Hind, DJN; Fothergill, JM","25305","1988","10","23","Brasil","Bahia","Rio de Contas","-41.966667","-13.533333",NA,"SPF00076971","SPF00076971",NA,NA,NA,NA,"Pico das Almas, Vertente leste. Fazenda Silvina. 19 km ao NO da cidade. Cerrado de altitude, capoeira e cultivação.","-41.966667","-13.533333","1420","1420","Erva crescendo em touceiras. Perto da água. Espigas castanho-escuro.",NA,NA,NA,NA,"isotype",NA,NA,NA
"30","2019-10-07 09:20:54-03","UEFS","HUEFS","106017","PreservedSpecimen","Plantae","Angiospermae","Cyperaceae","Eleocharis","almensis","Eleocharis almensis","D.A.Simpson",NA,"Harley, R.M.","25305","1988","10","23","Brasil","Bahia","Rio de Contas","-41.8114013671875","-13.5789003372192","49773","HUEFS0106017",NA,"auto",NA,NA,NA,"Pico das Almas, vertante leste, Fazenda Silvina, 19Km N-O da cidade.",NA,NA,NA,NA,NA,NA,"Lilianae","Poales",NA,NA,NA,NA,NA
"31","2020-07-23 12:04:20-03","CEPLAC","CEPEC","46733","PreservedSpecimen","Plantae",NA,"Cyperaceae","Eleocharis","almensis","Eleocharis almensis",NA,"D. A. Simpson","R. M. Harley","25305","1986","04","24","Brasil","Bahia","RIO DE CONTAS","-41.966667","-13.533333",NA,NA,NA,NA,NA,NA,NA,"19Km ao NW da cidade. Pico das Almas. Vertente leste. Faz. Silvina.","41W58'0","13S32'0",NA,NA,NA,NA,NA,NA,NA,"Isótipo",NA,NA,"30/12/1993"
"32","2020-07-23 12:04:20-03","CEPLAC","CEPEC","59853","PreservedSpecimen","Plantae",NA,"Cyperaceae","Eleocharis","almensis","Eleocharis almensis",NA,"D. A. Simpson","R. M. Harley","25305","1988","10","23","Brasil","Bahia","RIO DE CONTAS","-41.966667","-13.533333",NA,NA,NA,NA,NA,NA,NA,"Pico das Almas. Vertente leste. Faz. Silvinha. 19Km ao N-O da cidade. Obs.: Mesma exsicata amostra Eleocharis maculosa.","41W58'0","13S32'0",NA,NA,NA,NA,NA,NA,NA,"Holótipo",NA,NA,"30/12/1993"
"33","2020-11-05 13:53:45-03","UNIRIO","HUNI","6162","PreservedSpecimen","Plantae",NA,"Cyperaceae","Eleocharis","loefgreniana","Eleocharis loefgreniana","Boeckeler","A. Gil","R. Moura","166","1999","10","10","Brasil","Minas Gerais","Itutinga","-44.6577987670898","-21.2980995178223","24458","HUNI00006162",NA,"auto",NA,NA,NA,"Serra das Carrancas",NA,NA,NA,NA,"Erva ereta Habitat: Campos rupestres Habito: Erva ereta",NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-11-01 15:14:03-03","UnB","UB","33585","PreservedSpecimen","Plantae","Monocotyledonae","Cyperaceae","Eleocharis","loefgreniana","Eleocharis loefgreniana","Boeck","Trevisan, R","Irwin, HS","8143","1965","09","09","Brasil","Distrito Federal",NA,NA,NA,NA,"UB0007369","UB0007369",NA,"2008","03","Southern America","Taguatinga, Córrego Vicente Pires",NA,NA,NA,NA,"Mais informações","25",NA,NA,NA,NA,NA,NA,NA
