"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","fieldNumber","class","individualCount","relatedCatalogItem"
"1","2021-03-15 16:37:00-03","NY","NYBG","442011","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems","A. Chautems","J. R. Pirani","1380","1985","11","20","South America","Brazil","São Paulo","Campos do Jordao","Campos do Jordao, Parque Estadual. Caminho para Sao José dos Alpes","-45.59","-22.73","2000","2000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=516823' target='other'> <mi>dwc_moreinfo</mi></a>","NY00442011","NY00442011_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2020-01-20 14:40:30-03","UPM","MACK","1043","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chantems","F. O. Souza","O. A. Fávero","CJ053","2008","01","03",NA,"Brasil","SP","Campos do Jordão","Colônia Umuarama. Trilha sete quedas.","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,"2008","02","08","S","W","21048","auto",NA,NA,NA,NA
"3","2020-01-20 14:40:30-03","UPM","MACK","1042","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chantems","F. O. Souza","O. A. Fávero","CJ053","2008","01","03",NA,"Brasil","SP","Campos do Jordão","Colônia Umuarama. Trilha sete quedas.","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,"2008","01","03","S","W","21048","auto",NA,NA,NA,NA
"4","2019-12-12 15:31:44-03","UFABC","HUFABC","000189","PreservedSpecimen","Plantae","Angiospermas",NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems.",NA,"Ferreira, GE; Chautems, A; Perret, M; Peixoto. M","283","2014","10","04",NA,"Brasil","Rio de Janeiro","Petrópolis","Parque Nacional Serra dos Órgãos, trilha da Pedra do Sino, em substrato rochoso.","-43.028972","-22.750278","1620","1620",NA,"Erva rupícola pendente, flores vermelho-alaranjadas.","HUFABC000189","HUFABC000189",NA,NA,NA,"-43.028972","-22.750278",NA,NA,NA,NA,NA,NA
"5","2020-11-04 11:11:09-03","ESALQ","ESA","19696","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chantems","Chautems, A.","Barreto, K.D. et al.","2695.0","1994","06","29",NA,"Brasil","São Paulo","São José do Barreiro",NA,"-44.5699996948242","-22.6399993896484",NA,NA,NA,NA,"ESA019696",NA,NA,NA,NA,NA,NA,"30784","auto",NA,NA,NA,NA
"6","2020-11-04 10:55:50-03","ESALQ","ESA","141782","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems",NA,"T.B. Flores, P.E. Antonio, P.M.L.A. Santos, C.H. Almeida","2167.0","2015","11","27",NA,"Brasil","Rio de Janeiro","Paraty","Parque Nacional da Serra da Bocaina - Pedra da Macela - Campo de altitude, próximo a torre de transmissão.","-44.7131004333496","-23.2178001403809",NA,NA,NA,"Epífita, flores alaranjadas.","ESA141782",NA,NA,NA,NA,NA,NA,"34470","auto",NA,NA,NA,NA
"7","2020-11-04 10:55:50-03","ESALQ","ESA","142077","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems","Rodrigues, M.V.","Toledo, C. A. P.; Flores, T. B. Gayoso; Coelho, R. G. & Colleta, D. C.","249.0","2015","09","09",NA,"Brasil","Rio de Janeiro","Paraty","Parque Nacional da Serra da Bocaina, Pedra da Macela. Campo de altitude.","-44.813889","-23.140278","1800","1800",NA,"Erva, ca. 0,6 m alt., flores vermelhas, cálice verde.","ESA142077",NA,NA,NA,NA,"44°48'50W","23°08'25S",NA,NA,NA,NA,NA,NA
"8","2020-11-04 11:11:09-03","ESALQ","ESA","25707","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chantems","Chautems, A.","Barreto, K.D.; Fernandes, G.D.; Vitti, F.X.","1073.0","1993","08","25",NA,"Brasil","São Paulo","Campos do Jordão","Salto. Mata ripária.","-45.5900001525879","-22.7299995422363",NA,NA,NA,"Epífita; botões verdes. Subosque.","ESA025707",NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA
"9","2020-11-04 11:11:09-03","ESALQ","ESA","34182","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chantems","Chautems, A.","Bertoncini, A.P. et al.","780.0","1996","12","14",NA,"Brasil","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"ESA034182",NA,NA,NA,NA,NA,NA,"38855","auto",NA,NA,NA,NA
"10","2020-11-04 11:11:09-03","ESALQ","ESA","34223","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chantems","Chautems, A.","Bertoncini, A.P. et al.","749.0","1996","12","13",NA,"Brasil","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"ESA034223","ESA034223",NA,NA,NA,NA,NA,"38855","auto",NA,NA,NA,NA
"11","2020-11-04 10:55:50-03","ESALQ","ESA","142078","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems","Rodrigues, M.V.","Toledo, C. A. P.; Flores, T. B. Gayoso; Coelho, R. G. & Colleta, D. C.","258.0","2015","09","09",NA,"Brasil","Rio de Janeiro","Paraty","Parque Nacional da Serra da Bocaina, Pedra da Macela. Campo de altitude.","-44.813889","-23.140278","1800","1800",NA,"Erva, ca. 0,8 m alt., flores vermelhas, cálice verde.","ESA142078",NA,NA,NA,NA,"44°48'50W","23°08'25S",NA,NA,NA,NA,NA,NA
"12","2020-11-04 11:11:09-03","ESALQ","ESA","140406","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems","Santos, P.M.L.A.","Gibau, A.; Silva-Filho, A.A. ; Brito, T.R.O. ; Santos, P.M.L.A.","41.0","2016","12","12",NA,"Brasil","Rio de Janeiro","Paraty","Parque Nacional da Serra da Bocaina - Pedra da Macela - Transição entre campo de altitude e floresta, próx. ao pico.","-44.7131004333496","-23.2178001403809",NA,NA,NA,"Erva ca. 30cm. Corola vermelha","ESA140406",NA,"2017","09","27",NA,NA,"34470","auto",NA,NA,NA,NA
"13","2020-11-04 10:55:50-03","ESALQ","ESA","142076","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems","Rodrigues, M.V.","Toledo, C. A. P.; Flores, T. B. Gayoso; Coelho, R. G. & Colleta, D. C.","223.0","2015","09","09",NA,"Brasil","Rio de Janeiro","Paraty","Parque Nacional da Serra da Bocaina, Pedra da Macela. Campo de altitude.","-44.813889","-23.140278","1800","1800",NA,"Epífita sobre árvore morta, ca. 0,4 m, flores vermelhas.","ESA142076",NA,NA,NA,NA,"44°48'50W","23°08'25S",NA,NA,NA,NA,NA,NA
"14","2020-11-04 11:11:09-03","ESALQ","ESA","125955","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix",NA,"Rocha, L.C.F.","Azul","102.0","1905","07","04",NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"ESA125955","ESA125955",NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA
"15","2021-01-14 15:31:10-03","MN","R","11061","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems","Chautems, A.","Glaziou, A.F.M.","8817","1876","11","22",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000011061","R000011061_001","1987","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-01-14 15:31:10-03","MN","R","85161","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems","Chautems, A.","Glaziou, A.F.M.; Schwacke, C.A.W.",NA,"1879","09",NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"R000085161","R000085161_001","1987","04","28",NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-11-21 14:37:21-03","UFJF","CESJ","71248","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems","A. Chautems","V.A.O. Dittrich; A. Salino; P.O. Morais; F.A. Carvalho; L.C.R.S. Teixeira","965","2001","09","12","América do Sul","Brasil","São Paulo","Bananal","Estação Ecológica de Bananal, Trilha para o Pico do Caracol","-44.361","-22.78","1750","1750",NA,"Terrícola na Floresta Ombrófila Densa Altomontana. Corola alaranjado-avermelhada. Altitude e coordenadas geográficas aproximadas","CESJ071248",NA,"2018","11",NA,"-44.361","-22.78",NA,NA,NA,NA,NA,NA
"18","2019-11-21 14:37:21-03","UFJF","CESJ","8995","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems","A. Chautems","U.C. Câmara","s.n.","1970","07","29","América do Sul","Brasil","Minas Gerais","Santa Rita do Jacutinga","Minas Gerais - Santa Rita do Jacutinga.",NA,NA,NA,NA,NA,"No Barranco, saxicola, heliófila, flores vermelho-escuro.","CESJ008995",NA,"1989","02","10",NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-11-21 14:37:21-03","UFJF","CESJ","71200","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems","L.C. Pereira","L.C. Pereira; L. Menini Neto; S.G. Furtado; R.M. Mello","73","2018","04","26","América do Sul","Brasil","São Paulo","Campos do Jordão","Parque Estadual de Campos do Jordão., Coletado próximo a ponte da Trilha da Cachoeira.","-45.777278","-23.156667",NA,NA,NA,"Subarbusto epífitico, encontrado em Podocarpus lamberti. Folhas verde-claro. Flores vermelho-vivo. Frutos carnosos de cor branca.","CESJ071200",NA,"2018","04","26","-45.777278","-23.156667",NA,NA,NA,NA,NA,NA
"20","2019-11-21 14:37:21-03","UFJF","CESJ","61956","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems","L. Menini Neto; S.G. Furtado","S.G. Furtado; L. Menini Neto; A. Cabral; D.S. Santiago","187","2012","12","08","América do Sul","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Floresta Ombrófila Mista, 1800-2000m.s.m.","-44.8899993896484","-21.9589004516602",NA,NA,NA,"Epífita facultativa ou hemiepífita, em interior de Floresta Ombrófila Mista. Folhas discolores, cálice verde-claro e corola laranja.","CESJ061956",NA,"2012","12",NA,NA,NA,"29865","auto",NA,NA,NA,NA
"21","2019-11-21 14:37:21-03","UFJF","CESJ","61129","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems",NA,"D.S. Santiago; L. Menini Neto; S.G. Furtado","382","2012","12","08","América do Sul","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Interior da Mata de Araucária, localizada a 1.800 - 2.000 metros de altitude.","-44.8899993896484","-21.9589004516602",NA,NA,NA,"Herbáceo, ca. 40 cm, folhas discolores, flor vermelha-alaranjada.","CESJ061129",NA,NA,NA,NA,NA,NA,"29865","auto",NA,NA,NA,NA
"22","2019-08-20 10:15:39-03","UNICAMP","UEC","103379","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems",NA,"Freitas, F; Ravetta, AL","452","1998","11","06",NA,"Brazil","Minas Gerais","São Roque de Minas","São José do Barreiro, Atrás do Posto de Fiscalização do IBAMA","-46.3657989501953","-20.2453002929688",NA,NA,NA,"flor, Erva epífita com cerca de 80 cm de altura, flores com corola vermelho-vivo. Pode apresentar hábito terrestre. Floresta ombrófila densa altomontana.","UEC135027","UEC135027",NA,NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA
"23","2019-08-20 10:15:39-03","UNICAMP","UEC","85935","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems","Chautems, A","Esteves, GL; Catharino, ELM; Shirasuna, RT; Rodrigues, EA","2646","1994","09","28",NA,"Brazil","São Paulo","Bananal","Serra da Bocaina, Trilha de subida do morro para torre.","-44.3199996948242","-22.6800003051758",NA,NA,NA,"flor, Epífita, corola laranja intenso (para vermelho).","UEC135020","UEC135020","1998","01",NA,NA,NA,"26795","auto",NA,NA,NA,NA
"24","2019-08-20 10:15:39-03","UNICAMP","UEC","59273","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems","Chautems, A","Buzato, S; Sazima, M","26841","1991","11","22",NA,"Brazil","São Paulo","Campos do Jordão","Horto Florestal de Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,"flor, Epífita, flores vermelhas.","UEC135021","UEC135021","1993",NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA
"25","2019-08-20 10:15:39-03","UNICAMP","UEC","59272","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems","Chautems, A","Buzato, S; Sazima, M","26840","1991","11","22",NA,"Brazil","São Paulo","Campos do Jordão","Horto Florestal de Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,"flor, Epífita, flores vermelhas.","UEC135026","UEC135026","1993",NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA
"26","2019-08-20 10:15:39-03","UNICAMP","UEC","59271","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems","Chautems, A","Buzato, S; Sazima, M","26854","1992","01","31",NA,"Brazil","São Paulo","Campos do Jordão","Horto Florestal de Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,"flor, Epífita, flores vermelhas.","UEC135023","UEC135023","1993",NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA
"27","2019-08-20 10:15:39-03","UNICAMP","UEC","59270","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems","Chautems, A","Buzato, S; Sazima, M","26848","1992","04","10",NA,"Brazil","São Paulo","Campos do Jordão","Horto Florestal de Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,"flor, Epífita, flores vermelhas.","UEC135024","UEC135024","1993",NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA
"28","2019-08-20 10:15:39-03","UNICAMP","UEC","26138","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems","Chautems, A","Cruz, ND","129","1975","12","04",NA,"Brazil","São Paulo","Campos do Jordão","Próximo da estrada para Eugênio Lefévre","-45.5900001525879","-22.7299995422363","1200","1200",NA,"flor, Epífita, com flores vermelho-vivo.","UEC135022","UEC135022","1983",NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA
"29","2019-08-20 10:15:39-03","UNICAMP","UEC","108756","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems","Chautems, A","Freitas, L","682","1999","06","16",NA,"Brazil","São Paulo","São José do Barreiro","Próximo à guarita do IBAMA","-44.5699996948242","-22.6399993896484",NA,NA,NA,"flor, Erva epífita com cerca de 1 m de altura, flores com corola vermelho-alaranjado. Floresta ombrófila densa altomontana.","UEC135025","UEC135025","2000","02",NA,NA,NA,"30784","auto",NA,NA,NA,NA
"30","2019-11-06 09:55:47-03","UFOP","OUPR","32549","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems","Pedrosa, L.G.","Pedrosa, L.G.","1163","2018","12","02",NA,"Brasil","Minas Gerais","Ouro Preto/ Mariana","Parque Estadual do Itacolomi",NA,NA,NA,NA,NA,"Subarbusto pendente. Folhas lustrosas. Flores vermelhas. Capão de mata/ campo rupestre.",NA,NA,"2018","12","02",NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-11-01 15:28:19-03","PUC-RIO","FCAB","1329","PreservedSpecimen","Plantae",NA,"Angiospermae","Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems","A. Chautems","P. Capell S.J.","s.n.","1952","12","18",NA,"Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,"Epifita da floresta atrás da nossa casa.","001329",NA,"1990",NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA
