"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","fieldNumber","class","individualCount","relatedCatalogItem"
"32","2015-09-04 12:12:38-03","MNHN","RECOLNAT_MNHN_P","P03511574","PreservedSpecimen",NA,NA,NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems",NA,"Saint-Hilaire",NA,"1816","1","1",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03511574' target='other'> <mi>dwc_moreinfo</mi></a>","P03511574","P03511574_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2015-09-04 12:12:38-03","MNHN","RECOLNAT_MNHN_P","P03511576","PreservedSpecimen",NA,NA,NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems",NA,"Saint-Hilaire",NA,"1816","1","1",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03511576' target='other'> <mi>dwc_moreinfo</mi></a>","P03511576","P03511576_01",NA,NA,NA,NA,NA,NA,NA,"D 99",NA,NA,NA
"34","2015-09-04 12:12:38-03","MNHN","RECOLNAT_MNHN_P","P03511573","PreservedSpecimen",NA,NA,NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems",NA,"Saint-Hilaire",NA,"1816","1","1",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03511573' target='other'> <mi>dwc_moreinfo</mi></a>","P03511573","P03511573_01",NA,NA,NA,NA,NA,NA,NA,"344",NA,NA,NA
"35","2020-12-11 11:36:40-03","UFMG","BHCB","147099","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems",NA,"Venda, AKL; Forzza, RC; Stehmann, JR; Amorim, AMA","43","2010","12","03","Southern America","Brasil","Minas Gerais","Alto Jequitibá","Parque Nacional do Caparaó, Mata Nebular na Cachoeira Bonita.","-41.837639","-20.406222","1837","1837",NA,"Epífita ca. de 4 metros. Flhas verdes, sépala verde, pétala vermelha.",NA,NA,NA,NA,NA,"-41.837639","-20.406222",NA,NA,NA,NA,NA,NA
"36","2020-12-11 11:36:40-03","UFMG","BHCB","147651","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems",NA,"Giacomin, LL; Massensini Júnior, A; A.; Assis, FC; Paixão, LC; Batista, JAN","1382","2011","03","16","Southern America","Brasil","Minas Gerais","Delfim Moreira","Fazenda Boa Esperança, Trilha do Marlom.","-45.322361","-22.574833","1483","1483",NA,"Epífita em árvore. Frutos verdes envoltos pelo cálice.; Epífita em árvore. Frutos verdes envoltos pelo cálice.; Floresta ombrófila mista ciliar, em regeneração.","BHCB013431",NA,"2018","05",NA,"-45.322361","-22.574833",NA,NA,NA,NA,NA,NA
"37","2020-12-11 11:36:40-03","UFMG","BHCB","149973","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems",NA,"Lau, BL; Mota, NFO; Almeida, TE; Ramalho, AJ","42","2011","03","22","Southern America","Brasil","Minas Gerais","Delfim Moreira","Fazenda Boa Esperança, Trilha do Marlon","-45.2799987792969","-22.5091991424561",NA,NA,NA,"Erva epífita. Sépalas verdes com ápice levemente vináceo. Fruto alvo, carnoso e deiscente; Floresta Ombrófila Densa em regeneração.","BHCB046298",NA,"2018","05",NA,NA,NA,"20219","auto",NA,NA,NA,NA
"38","2020-12-11 11:36:40-03","UFMG","BHCB","92545","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems",NA,"Mota, RC da","2666","2004","11","15","Southern America","Brasil","Minas Gerais","Catas Altas","Serra do Caraça.","-43.4075012207031","-20.0746994018555",NA,NA,NA,"Planta coletada em borda de mata nebular; arbusto terrestre; corola alaranjada.",NA,NA,NA,NA,NA,NA,NA,"11966","auto",NA,NA,NA,NA
"39","2020-12-11 11:36:40-03","UFMG","BHCB","52599","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems",NA,"Vasconcelos, MF de","s.n.","2000","01","07","Southern America","Brasil","Minas Gerais","Catas Altas","Serra do Caraça., Pico do Inficionado.","-43.4075012207031","-20.0746994018555","2020","2020",NA,"Campo de altitude. Herbáceo (rupícula). Corola laranja-avermelhada.",NA,NA,NA,NA,NA,NA,NA,"11966","auto",NA,NA,NA,NA
"40","2020-12-11 11:36:40-03","UFMG","BHCB","52600","PreservedSpecimen","Plantae","Dicotyledon",NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems",NA,"Vasconcelos, MF de","s.n.","1999","11","23","Southern America","Brasil","Minas Gerais","Catas Altas","Serra do Caraça., Pico do Inficionado.","-43.4075012207031","-20.0746994018555",NA,NA,NA,"Campo de altitude. Herbáceo. Corola vermelha.",NA,NA,NA,NA,NA,NA,NA,"11966","auto",NA,NA,NA,NA
"41","2018-09-12 14:48:13-03","UNIOESTE","UNOP","905","S","Plantae",NA,NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell) Chautems","Ferneda Rocha, L.C.","Grupo Azul; Ferneda Rocha, L.C.; Veiga, E.B.; Konopczyk, R.M.G.; Lombardi, J.A.;; Ferneda Rocha, L.C.; Veiga, E.B.; Konopczyk, R.M.G.; Lombardi, J.A.; Saka, M.N.","102","2012","10","26",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos. Trilha da Pedra do Sino.","-43.016667","-22.452778","2035","2035",NA,"PRENSADO EM ÁLCOOL. Amostra em sílica. Arbusto, 80cm. Folhas discolor, membranáceas. Flores verde-claro, corola vermelha.",NA,NA,NA,NA,NA,"-43.016667","-22.452778",NA,NA,NA,NA,NA,NA
"42","2020-08-31 08:59:06-03","INPA","INPA","281862","S","Plantae","Dicotyledon Asterids","Lamiales","Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems",NA,"Ferreira, GE","283","2014","10","04","Southern America","Brasil","Rio de Janeiro","Petrópolis","Parque Nacional Serra dos Órgãos, Trilha da Pedra do Sino.","-43.028889","-22.750278",NA,NA,NA,NA,"INPA0281862",NA,NA,NA,NA,"-43.028889","-22.750278",NA,NA,NA,NA,NA,NA
"43","2020-07-10 09:46:07-03","MBML","MBML-HERBARIO","22726",NA,"Plantae",NA,NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems","J. Rossini/X-2004","L. Kollmann; et al","7009","2004","09","05",NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.100556","-20.519167",NA,NA,NA,"Escandente, meia sombra, flores vermelhas.","MBML022726","MBML022726",NA,NA,NA,"41W6'2","20S31'9",NA,NA,NA,NA,NA,NA
"44","2020-07-10 09:46:07-03","MBML","MBML-HERBARIO","23434",NA,"Plantae",NA,NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems","J. Rossini/Abril-2005","L. Kollmann; et al","7156","2004","10","30",NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.100556","-20.519167",NA,NA,NA,"Epífita, meia sombra. Flores vermelhas.","MBML023434","MBML023434",NA,NA,NA,"41W6'2","20S31'9",NA,NA,NA,NA,NA,NA
"45","2020-07-10 09:46:07-03","MBML","MBML-HERBARIO","13645",NA,"Plantae",NA,NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems","J. Rossini/XI-2004","L. Kollmann; et al","3218","2000","10","13",NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.100556","-20.519167",NA,NA,NA,"Flores vermelhas, epífita na sombra.","MBML013645","MBML013645",NA,NA,NA,"41W6'2","20S31'9",NA,NA,NA,NA,NA,NA
"46","2020-07-10 09:46:07-03","MBML","MBML-HERBARIO","24075",NA,"Plantae",NA,NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems","J. Rossini/VIII-2005","A. P. Fontana; et al","993","2004","11","01",NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.100556","-20.519167",NA,NA,NA,"Húmicola, flores vermelhas.","MBML024075","MBML024075",NA,NA,NA,"41W6'2","20S31'9",NA,NA,NA,NA,NA,NA
"47","2020-06-15 15:30:46-03","UNESP-RC","HRCB","6238","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems","Chautems, A.","Fulan, A","306","1985","12","08",NA,"Brasil","São Paulo","Campos do Jordão","Estrada para São José dos Alpes","-45.5900001525879","-22.7299995422363",NA,NA,NA,"Erva epífita, rasteira, carnosa, flores vermelhas",NA,NA,"1997","01",NA,NA,NA,"21048","auto",NA,NA,NA,NA
"48","2020-06-15 15:30:46-03","UNESP-RC","HRCB","59114","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems","Rocha, L.C.F.","Azul 102",NA,"2012","10","26",NA,"Brasil","Rio de Janeiro","Teresópoles","Trilha da pedra do sino","-43.001667","-22.451667","2035","2035",NA,"Amostra em sílica, arbusto ca 80cm, folhas discoloro, membranáceas, flores verde claro, corola vermelha",NA,NA,NA,NA,NA,"43º0.1'W","22º27.1'S",NA,NA,NA,NA,NA,NA
"49","2020-06-15 15:30:46-03","UNESP-RC","HRCB","1924","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems","Chautems, A.","Cesar, O.","s/n","1981","11","26",NA,"Brasil","Rio de Janeiro","Registro",NA,NA,NA,NA,NA,NA,"Nome vulgar - Barrigudinha",NA,NA,"1997","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-06-15 15:30:46-03","UNESP-RC","HRCB","3719","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems","Chautems, A.","Cesar","97","1983","11","22",NA,"Brasil","Rio de Janeiro","Registro",NA,NA,NA,NA,NA,NA,"Flores vermelhas, planta escandente.",NA,NA,"1997","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-09-12 05:00:02-03","US","US","2905311","PreservedSpecimen","Plantae",NA,"Scrophulariales","Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems",NA,"L. E. Skog & L. Linett","5486","1983","8","2","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US00246174","US00246174_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"52","2020-09-12 05:00:02-03","US","US","2951635","PreservedSpecimen","Plantae",NA,"Scrophulariales","Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems","Chautems, A. P.","G. Martinelli, M. C. M. Marques & M. Pessoa","7782","1981","11","24","South America - Neotropics","Brazil","São Paulo",NA,"Mun. of Bananal, Parque Nacional da Bocaina, banks of Rio Bonito",NA,NA,"1000","1100",NA,NA,"US00246176","US00246176_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"53","2020-09-12 05:00:02-03","US","US","2959390","PreservedSpecimen","Plantae",NA,"Scrophulariales","Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems",NA,"L. E. Skog & L. Linett","5538","1981","7","3","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US00246173","US00246173_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"54","2020-09-12 05:00:02-03","US","US","2728314","PreservedSpecimen","Plantae",NA,"Scrophulariales","Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems",NA,"F. Vianna","3185","1950","11","24","South America - Neotropics","Brazil","São Paulo",NA,"Barreiro, Serra da Bocaina",NA,NA,"1500",NA,NA,NA,"US00246175","US00246175_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"55","2019-11-13 11:20:19-03","USP","SPF","198981a","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems","Anônimo","Calvente, AM","173","2005","11","25",NA,"Brasil","Rio de Janeiro","Santa Maria Madalena",NA,"-41.911167","-21.899722","1790","1790",NA,NA,"SPF00198981","SPF00198981",NA,NA,NA,"-41.911167","-21.899722",NA,NA,NA,NA,NA,NA
"56","2019-11-13 11:20:19-03","USP","SPF","95881","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems","Chautems, A","Esteves, GL","2646","1994","09","28",NA,"Brasil","São Paulo","Bananal","Serra da Bocaina","-44.3199996948242","-22.6800003051758",NA,NA,NA,NA,"SPF00095881","SPF00095881","1998","01",NA,NA,NA,"26795","auto",NA,NA,NA,NA
"57","2019-11-14 11:36:29-03","USP","SPF","78798","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems","Chautems, A","Jouy, A","B1034a","1990","02","03",NA,"Brasil","São Paulo","Campos do Jordão","Estrada Alpes de São José, km 5.","-45.5900001525879","-22.7299995422363","1750","1750",NA,NA,"SPF00078798",NA,"1991",NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA
"58","2019-11-14 11:36:29-03","USP","SPF","67625","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems","Chautems, A","Jouy, A","B1034","1990","02","03",NA,"Brasil","São Paulo","Campos do Jordão","Morro Pedra de Fogo.","-45.5900001525879","-22.7299995422363","1700","1700",NA,NA,"SPF00067625","SPF00067625","1991",NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA
"59","2019-11-13 11:20:19-03","USP","SPF","40512","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems","Chautems, A","Pirani, JR","1380","1985","11","20",NA,"Brasil","São Paulo","Campos do Jordão","Parque Estadual","-45.5900001525879","-22.7299995422363","2000","2000",NA,NA,"SPF00040512","SPF00040512","1987",NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA
"60","2015-03-13 19:26:07-03","F","FMNH-SEEDPLANTS","V0279913F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0279913F","V0279913F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"61","2020-07-23 12:08:37-03","CEPLAC","CEPEC","30856","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix",NA,"A. Chautems","G. Martinelli","6180","1979","10","07",NA,"Brasil","Rio de Janeiro","resende","Divisa c/ o estado de Minas Gerais. Serra do Itatiaia. Visconde de Mauá. Caminho p/ Cachoeira do Marimbondo.","-44.4467010498047","-22.468900680542",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0W0'0","0S0'0","36089","auto",NA,NA,NA,"20/02/1984"
"62","2021-03-04 15:46:37-03","IF","SPSF","15746","PreservedSpecimen","Plantae","Magnoliophyta","Scrophulariales","Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems","A.Chautems","A.Amaral Junior","93","1982","02","17","América do Sul","Brasil","SP","Campos do Jordão","Pico do Itapeva","-45.5","-22.75","2000","2000",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"2011","10","24",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"63","2021-03-04 15:46:37-03","IF","SPSF","53809","PreservedSpecimen","Plantae","Magnoliophyta","Scrophulariales","Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","((Vell.)) Chautems","L.C.Pereira","L.C. Pereira et al.","73","2018","04","26","América do Sul","Brasil","SP","Campos do Jordão","Parque Estadual de Campos do Jordão","-45.591389","-22.739444",NA,NA,NA,"COLETA: Subarbusto epífitico, encontrado em Podocarpus lamberti. Folhas na cor verde-escuro. Flores na cor vermelho-vivo. Frutos na cor branca.; GEOGRAFIA: Coletada próximo a ponte da Trilha da Cachoeira. (Coordenadas na exsicata estão irregulares e são",NA,NA,"2018","04","26",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"64","2017-09-11 17:10:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Gesneriaceae","Hypocyrta","macrocalyx","Hypocyrta macrocalyx","Hanst.",NA,"Sello, HL","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Crescit is Serra do Cubatao",NA,NA,NA,NA,NA,"Fl. m. Martio",NA,"P08P1N0067",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2017-09-11 17:10:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Gesneriaceae","Hypocyrta","macrocalyx","Hypocyrta macrocalyx","Hanst.",NA,"Sello, HL","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Crescit is Serra do Cubatao",NA,NA,NA,NA,NA,"Dryas",NA,"P08P1N0067",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-07-16 10:05:37-03","IBt","SP","290120","S","Plantae",NA,NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems",NA,"Esteves, GL","2646","1994","09","28",NA,"Brasil","São Paulo","Bananal","Serra da Bocaina","-44.3199996948242","-22.6800003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26795","auto",NA,NA,NA,NA
"67","2020-07-16 10:05:37-03","IBt","SP","290121","S","Plantae",NA,NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems",NA,"Catharino, ELM","2065","1993","11","01",NA,"Brasil","São Paulo","Bananal","Serra da Bocaina","-44.3199996948242","-22.6800003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26795","auto",NA,NA,NA,NA
"68","2020-08-13 18:02:11-03","IBt","SP","299620","S","Plantae",NA,NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems",NA,"Goldenberg, R","355","1996","06","13",NA,"Brasil","São Paulo","Lavrinhas",NA,"-44.9000015258789","-22.5699996948242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16795","auto",NA,NA,NA,NA
"69","2019-11-21 10:07:00-03","IBt","SP","14866","S","Plantae",NA,NA,"Gesneriaceae","Nematanthus","fornix","Nematanthus fornix","(Vell.) Chautems","Chautems, A","Loefgren, A","CGG3516","1896","12","21",NA,"Brasil","São Paulo","São Francisco","Boa Vista","-50.689998626709","-20.3500003814697",NA,NA,NA,NA,"SP006124","SP006124","1989","04",NA,NA,NA,"9856","auto",NA,NA,NA,NA
