"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","class","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","typeStatus","individualCount","fieldNumber"
"67","2021-02-08 12:36:49-03","UFRGS","ICN","194389","S","Plantae","Asteraceae","Pamphalea","araucariophila","Pamphalea araucariophila","Cabrera","Platt, FH","Platt, FH","2014","01","24","Brasil","RS","Cambará do Sul","Parque Nacional dos Aparados da Serra, na Hospedaria (na época fechada por problemas de infraestrutura).","-50.088333","-29.183056","-50.088333","-29.183056",NA,NA,"Dicotyledon",NA,"s.n.","América do Sul","940","940",NA,"Poucos indivíduos (n=9) distribuídos em pequena área (3m2).; Na borda da Mata, na face voltada para a estrada.",NA,"2014","01","24",NA,NA,NA,NA,NA
"68","2021-02-08 12:36:49-03","UFRGS","ICN","064324","S","Plantae","Asteraceae","Pamphalea","araucariophila","Pamphalea araucariophila","Cabrera","Platt, FH","Stehmann, JR","1985","10","13","Brasil","RS","Caçapava do Sul","Guaritas","-53.4914016723633","-30.5121994018555",NA,NA,NA,NA,"Dicotyledon",NA,"681","América do Sul",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Erva; fl. Esbranquiçada.; Em borda de mata.",NA,"2014","07",NA,"50525","auto",NA,NA,NA
"69","2021-02-08 12:36:49-03","UFRGS","ICN","061707","S","Plantae","Asteraceae","Pamphalea","araucariophila","Pamphalea araucariophila","Cabrera","Platt, FH","Stehmann, JR","1984","12","24","Brasil","RS","Cambará do Sul","Faxinal","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Dicotyledon",NA,"462","América do Sul",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Erva com flores brancas.; Em banhado.",NA,"2014","07",NA,"30776","auto",NA,NA,NA
"70","2021-02-08 12:36:49-03","UFRGS","ICN","173467","S","Plantae","Asteraceae","Pamphalea","araucariophila","Pamphalea araucariophila","Cabrera","Pasini, E","Pasini, E; Schneider, AA; Baumhardt, E; Dal Ri, L","2010","12","10","Brasil","RS","Cambará do Sul","Parque dos Aparados da Serra","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Dicotyledon",NA,"832","América do Sul","950","950",NA,"Em borda de mata com araucária, junto a banhado",NA,NA,NA,NA,"30776","auto",NA,NA,NA
"71","2021-02-08 12:36:49-03","UFRGS","ICN","163243","S","Plantae","Asteraceae","Pamphalea","araucariophila","Pamphalea araucariophila","Cabrera","Platt, FH","Grings, M","2008","04","07","Brasil","RS","Canguçu","Projetos de Assentamento Da Costa e Guajuviras","-52.6755981445312","-31.3950004577637",NA,NA,NA,NA,"Dicotyledon",NA,"986","América do Sul",NA,NA,NA,"erva com flores brancas; em interior de floresta de galeria do rio Camaquã",NA,"2014","07",NA,"68702","auto",NA,NA,NA
"72","2021-02-08 12:36:49-03","UFRGS","ICN","116102","S","Plantae","Asteraceae","Pamphalea","araucariophila","Pamphalea araucariophila","Cabrera","Platt, FH","Jarenkow, JA","1988","12","01","Brasil","RS","Canguçu","próximo a ponte sobre o rio Camaquã na BR 392","-52.6755981445312","-31.3950004577637",NA,NA,NA,NA,"Dicotyledon",NA,"1065","América do Sul",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Erva no interior da mata, capítulos brancos; mata de galeria.",NA,"2014","07",NA,"68702","auto",NA,NA,NA
"73","2021-02-08 12:36:49-03","UFRGS","ICN","081207","S","Plantae","Asteraceae","Pamphalea","araucariophila","Pamphalea araucariophila","Cabrera","Platt, FH","Sonia Eisinger; Bruno Irgang","1985","09","26","Brasil","RS","Jaguari",NA,"-54.689998626709","-29.4974994659424",NA,NA,NA,NA,"Dicotyledon",NA,"s.n.","América do Sul",NA,NA,NA,NA,NA,"2014","07",NA,"27649","auto",NA,NA,NA
"74","2021-02-08 12:36:49-03","UFRGS","ICN","124846","S","Plantae","Asteraceae","Pamphalea","araucariophila","Pamphalea araucariophila","Cabrera","Platt, FH","Sobral, M; et al.",NA,NA,NA,"Brasil","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Dicotyledon",NA,"8883","América do Sul",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; erva; capítulos brancos.; Região de mata ombrófila densa altomontana (mata nebular); em campo seco, à beira de mata.",NA,"2014","07",NA,"76715","auto",NA,NA,NA
"75","2021-02-08 12:36:49-03","UFRGS","ICN","110355","S","Plantae","Asteraceae","Pamphalea","araucariophila","Pamphalea araucariophila","Cabrera","Platt, FH","Mondin, CA; et al.","1994","10","20","Brasil","RS","São Francisco de Paula","ca. De 15 km da cidade em direção a Tainhas","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Dicotyledon",NA,"973","América do Sul",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Em beira de mata, junto ao riacho.",NA,"2014","07",NA,"76715","auto",NA,NA,NA
"76","2021-02-08 12:36:49-03","UFRGS","ICN","158757","S","Plantae","Asteraceae","Pamphalea","araucariophila","Pamphalea araucariophila","Cabrera","Platt, FH","Silva, FM","2004","12","02","Brasil","RS","São Francisco de Paula","RS 020","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Dicotyledon",NA,"s.n.","América do Sul",NA,NA,NA,"próximo a um capão de araucária, na beira de um córrego",NA,"2014","07",NA,"76715","auto",NA,NA,NA
"77","2021-02-08 12:36:49-03","UFRGS","ICN","009429","S","Plantae","Asteraceae","Pamphalea","araucariophila","Pamphalea araucariophila","Cabrera","Platt, FH","Lindeman, JC; Lindeman, FM; Porto, ML; Giardi, AM","1971","12","04","Brasil","RS","Bom Jesus","cabeceira do Rio das Antas","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"Dicotyledon",NA,"s.n.","América do Sul",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Flórulas brancas, centro amarelo de gema 2y 8/10.; Pinhal degradado.",NA,"2014","07",NA,"55856","auto",NA,NA,NA
"78","2021-02-08 12:36:49-03","UFRGS","ICN","007381","S","Plantae","Asteraceae","Pamphalea","araucariophila","Pamphalea araucariophila","Cabrera","Platt, FH","Ferreira, A; Irgang, BE","1969","12","18","Brasil","RS","Bom Jesus","perto de Ausentes","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"Dicotyledon",NA,"s.n.","América do Sul",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Cascata; úmido.",NA,"2014","07",NA,"55856","auto",NA,NA,NA
"79","2021-02-08 12:36:49-03","UFRGS","ICN","103317","S","Plantae","Asteraceae","Pamphalea","araucariophila","Pamphalea araucariophila","Cabrera","Platt, FH","Matzenbacher, NI","1993","12","03","Brasil","RS","Caçapava do Sul",NA,"-53.4914016723633","-30.5121994018555",NA,NA,NA,NA,"Dicotyledon",NA,"s.n.","América do Sul",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).",NA,"2014","07",NA,"50525","auto",NA,NA,NA
"80","2021-02-08 12:36:49-03","UFRGS","ICN","092752","S","Plantae","Asteraceae","Pamphalea","araucariophila","Pamphalea araucariophila","Cabrera","Platt, FH","Irgang, BE; et al.","1984","09","26","Brasil","RS","Caçapava do Sul","Passo do Cação Rio Camaquã","-53.4914016723633","-30.5121994018555",NA,NA,NA,NA,"Dicotyledon",NA,"s.n.","América do Sul",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Erva.",NA,"2014","07",NA,"50525","auto",NA,NA,NA
"81","2021-02-08 12:36:49-03","UFRGS","ICN","007365","S","Plantae","Asteraceae","Pamphalea","araucariophila","Pamphalea araucariophila","Cabrera","Platt, FH","Ferreira, A; Irgang, BE","1969","12","20","Brasil","RS","Cambará do Sul",NA,"-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Dicotyledon",NA,"s.n.","América do Sul",NA,NA,NA,"Beira de riacho",NA,"2014","07",NA,"30776","auto",NA,NA,NA
"82","2021-02-08 12:36:49-03","UFRGS","ICN","112157","S","Plantae","Asteraceae","Pamphalea","araucariophila","Pamphalea araucariophila","Cabrera","Platt, FH","Mondin, C; et al.","1994","10","20","Brasil","RS","Cambará do Sul","DA cidade em direção a Tainhas junto à ponte","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Dicotyledon",NA,"980","América do Sul",NA,NA,NA,"na mata de araucária",NA,"2014","07",NA,"30776","auto",NA,NA,NA
"83","2021-02-08 12:36:49-03","UFRGS","ICN","088549","S","Plantae","Asteraceae","Pamphalea","araucariophila","Pamphalea araucariophila","Cabrera","Platt, FH","Sobral, M; Stehmann, JR",NA,NA,NA,"Brasil","RS","Cambará do Sul","Faxinal","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Dicotyledon",NA,"2789","América do Sul",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Capítulos amarelos.; Em interior de mata.",NA,"2014","07",NA,"30776","auto",NA,NA,NA
"84","2021-02-08 12:36:49-03","UFRGS","ICN","062703","S","Plantae","Asteraceae","Pamphalea","araucariophila","Pamphalea araucariophila","Cabrera","Platt, FH","Sobral, M",NA,NA,NA,"Brasil","RS","Cambará do Sul","Faxinal","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Dicotyledon",NA,"3184","América do Sul",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Erva com capítulos brancos.; Em campo próxima a um curso de água.",NA,"2014","07",NA,"30776","auto",NA,NA,NA
"85","2021-02-08 12:36:49-03","UFRGS","ICN","106678","S","Plantae","Asteraceae","Pamphalea","araucariophila","Pamphalea araucariophila","Cabrera","Platt, FH","Ritter, MR","1994","10","20","Brasil","RS","Cambará do Sul","mais ou menos 7 km de Cambará para Rocinha junto a ponte do rio Camisas","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Dicotyledon",NA,"750","América do Sul",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).",NA,"2014","07",NA,"30776","auto",NA,NA,NA
"86","2021-02-08 12:36:49-03","UFRGS","ICN","186079","S","Plantae","Asteraceae","Pamphalea","araucariophila","Pamphalea araucariophila","Cabrera","Platt, FH","Platt, FH","2014","01","24","Brasil","RS","Cambará do Sul","Parque Nacional dos Aparados da Serra, na Hospedaria (na época fechada por problemas de infraestrutura).","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"Dicotyledon",NA,"s.n.","América do Sul","940","940",NA,"VU: B2b(iii,iv)c(ii); No Capão, na face voltada para a estrada, foram observados 9 (nove) indivíduos, dos quais 2 (dois) foram coletados/herborizados.; Na borda de Capão de Mata, na face voltada para a estrada (localizado à direita da Hospedaria, qua",NA,"2014","01","24","30776","auto",NA,NA,NA
"87","2021-02-08 12:36:49-03","UFRGS","ICN","021831","S","Plantae","Asteraceae","Pamphalea","araucariophila","Pamphalea araucariophila","Cabrera","Platt, FH","Pellizzaro, P; et al.","1972","12","28","Brasil","RS","Canela","Caracol Parque Estadual Vale abaixo das cachoeiras","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"Dicotyledon",NA,"s.n.","América do Sul",NA,NA,NA,"trans. 12.54; Erva; Sobre rochas abaixo da cascata",NA,"2014","07",NA,"16452","auto",NA,NA,NA
"88","2021-02-08 12:36:49-03","UFRGS","ICN","116503","S","Plantae","Asteraceae","Pamphalea","araucariophila","Pamphalea araucariophila","Cabrera","Platt, FH","Ritter, MR","1999","11","27","Brasil","RS","Maquiné","primeira cascata do rio Forqueta","-50.2071990966797","-29.6749992370605",NA,NA,NA,NA,"Dicotyledon",NA,"1102","América do Sul",NA,NA,NA,"Local bastante úmido na base da cascata",NA,"2014","07",NA,"28094","auto",NA,NA,NA
"89","2021-02-08 12:36:49-03","UFRGS","ICN","110392","S","Plantae","Asteraceae","Pamphalea","araucariophila","Pamphalea araucariophila","Cabrera","Platt, FH","Sobral, M",NA,NA,NA,"Brasil","RS","Santo Antônio da Patrulha","Alto Rio dos Sinos","-50.5196990966797","-29.8174991607666",NA,NA,NA,NA,"Dicotyledon",NA,"s.n.","América do Sul",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).",NA,"2014","07",NA,"29157","auto",NA,NA,NA
"90","2021-02-08 12:36:49-03","UFRGS","ICN","129562","S","Plantae","Asteraceae","Pamphalea","araucariophila","Pamphalea araucariophila","Cabrera","Platt, FH","De Marchi; T.C.; Budke; J.; Matzenbacher; N","2003","10","30","Brasil","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Dicotyledon",NA,"108","América do Sul",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Em beira de córrego.",NA,"2014","07",NA,"76715","auto",NA,NA,NA
"91","2021-02-08 12:36:49-03","UFRGS","ICN","112797","S","Plantae","Asteraceae","Pamphalea","araucariophila","Pamphalea araucariophila","Cabrera","Platt, FH","Matzenbacher, NI","1996","12","11","Brasil","RS","São Francisco de Paula","na estrada para Tainhas a 20 km de São Francisco","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Dicotyledon",NA,"2220","América do Sul",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Num córrego a beira da rodovia.",NA,"2014","07",NA,"76715","auto",NA,NA,NA
"92","2021-02-08 12:36:49-03","UFRGS","ICN","146954","S","Plantae","Asteraceae","Pamphalea","araucariophila","Pamphalea araucariophila","Cabrera","Platt, FH","Lima, LF; Matzenbacher, NI","2006","11","14","Brasil","RS","São José dos Ausentes","Silveira aroio do Louco","-50.0657997131348","-28.7483005523682",NA,NA,NA,NA,"Dicotyledon",NA,"357","América do Sul","900","900",NA,"Espécie ameaçada de extinção (Vulnerável).; Banhado interior de mata",NA,"2014","07",NA,"42598","auto",NA,NA,NA
"93","2019-10-04 16:06:41-03","MCN-FZBRS","HAS","47674","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","araucariophila","Pamphalea araucariophila","Cabrera","Senna, R. M.","Senna, R.M.","2009","11",NA,"Brasil","Rio Grande do Sul","Caraá","Fraga, APA Municipal de Caraá","-50.435001373291","-29.7900009155273",NA,NA,"HAS0047674",NA,"Magnoliophyta",NA,"1451",NA,NA,NA,NA,"erva, afloramento rochoso em frente a cachoeira",NA,NA,NA,NA,"21250","auto",NA,NA,NA
"94","2019-10-04 16:06:41-03","MCN-FZBRS","HAS","45504","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","araucariophila","Pamphalea araucariophila","Cabrera","Senna, R. M.","Senna, R.M.","2005","11",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula (Jaquirana - RS)","Campos de Cima da Serra; Passo do S, Parque Estadual do Tainhas.",NA,NA,NA,NA,"HAS0045504",NA,"Magnoliophyta",NA,"1134",NA,NA,NA,NA,"mata; erva, margaridinha-dos-pinhais",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-10-04 16:06:41-03","MCN-FZBRS","HAS","4922","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","araucariophila","Pamphalea araucariophila","Cabr.","Platt, F.H.","Lindeman, J.C.","1971","12",NA,"Brasil","Rio Grande do Sul","Rio das Antas","Cabeceira do Rio das Antas",NA,NA,NA,NA,"HAS0004922",NA,"Magnoliophyta",NA,"s.n.",NA,NA,NA,NA,"pinha degradado; flórulas brancas; centro amarelo de gema 2y 8/4",NA,"2014","08","18",NA,NA,NA,NA,NA
"96","2020-08-26 10:47:58-03","MCN-FZBRS","HAS","95091","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","araucariophila","Pamphalea araucariophila","Cabr.","Senna, R.M.","Nilson, A.","2005","06",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","Contendas; Est. Ecol. Estadual de Aratinga","-50.5835990905762","-29.4480991363525",NA,NA,"HAS0095091",NA,"Magnoliophyta",NA,"1175",NA,NA,NA,NA,"Erva em banhado.",NA,"2006","01","06","76715","auto",NA,NA,NA
"97","2019-10-04 16:06:41-03","MCN-FZBRS","HAS","63929","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","araucariophila","Pamphalea araucariophila","Cabr.","Platt, FH.","Mattos, J.","1957","01",NA,"Brasil","Santa Catarina","São Joaquim",NA,"-49.9317016601562","-28.2938995361328",NA,NA,"HAS0063929",NA,"Magnoliophyta",NA,"4084",NA,NA,NA,NA,"margaridinha-dos-pinhais; Na mata, erva delgada; .",NA,"2014","08","18","48290","auto",NA,NA,NA
"98","2019-10-04 16:06:41-03","MCN-FZBRS","HAS","63936","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","araucariophila","Pamphalea araucariophila","Cabr.","Platt, F.H.","Mattos, J.","1961","10",NA,"Brasil","Santa Catarina","São Joaquim","Capoeira.","-49.9317016601562","-28.2938995361328",NA,NA,"HAS0063936",NA,"Magnoliophyta",NA,"9328",NA,NA,NA,NA,NA,NA,"2014","08","18","48290","auto",NA,NA,NA
"99","2019-10-04 16:06:41-03","MCN-FZBRS","HAS","63928","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","araucariophila","Pamphalea araucariophila","Cabr.","Platt, FH.","Mattos, J.","1954","02",NA,"Brasil","Santa Catarina","São Joaquim","Granja Invernada","-49.9317016601562","-28.2938995361328",NA,NA,"HAS0063928",NA,"Magnoliophyta",NA,"1404",NA,NA,NA,NA,"margaridinha-dos-pinhais; Ca. de 40 cm .",NA,"2014","08","18","48290","auto",NA,NA,NA
"100","2019-10-04 16:06:41-03","MCN-FZBRS","HAS","63927","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","araucariophila","Pamphalea araucariophila","Cabrera","Mondin, C.","Mattos, J.","1956","01",NA,"Brasil","Santa Catarina","São Joaquim","Invernadinha.","-49.9317016601562","-28.2938995361328",NA,NA,"HAS0063927",NA,"Magnoliophyta",NA,"2846",NA,NA,NA,NA,"margaridinha-dos-pinhais; No mato; .",NA,"1993","07",NA,"48290","auto",NA,NA,NA
"101","2019-10-04 16:06:41-03","MCN-FZBRS","HAS","63935","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","araucariophila","Pamphalea araucariophila","Cabr.","Platt, F.H.","Mattos, J.","1958","02",NA,"Brasil","Santa Catarina","São Joaquim","Na mata.","-49.9317016601562","-28.2938995361328",NA,NA,"HAS0063935",NA,"Magnoliophyta",NA,"5462",NA,NA,NA,NA,NA,NA,"2014","08","18","48290","auto",NA,NA,NA
"102","2019-11-21 10:01:07-03","IBt","SP","201549","S","Plantae","Asteraceae","Pamphalea","araucariophila","Pamphalea araucariophila","Cabrera","Sobral, M","Sobral, M","1984","10","31","Brasil","Rio Grande do Sul","Cambará do Sul","Faxinal","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,NA,NA,"3184",NA,NA,NA,NA,NA,NA,"1984","10",NA,"30776","auto",NA,NA,NA
