"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","occurrenceRemarks","barcode","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","class","order","relatedCatalogItem","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","preparationType","individualCount","typeStatus"
"38","2015-09-04 19:52:09-03","MNHN","RECOLNAT_MNHN_P","P06633021","PreservedSpecimen",NA,NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.",NA,"Morel, I.",NA,"1949","2","2",NA,"Argentina","Gob. Formosa. Dep. Pilcomayo. Localidad Puerto Ramos.","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06633021' target='other'> <mi>dwc_moreinfo</mi></a>","P06633021",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P06633021_01",NA,NA,NA,NA,NA,NA,NA,"7165","hb",NA,NA
"39","2015-09-04 19:52:09-03","MNHN","RECOLNAT_MNHN_P","P06633022","PreservedSpecimen",NA,NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.",NA,"Bonpland",NA,"1833","1","1",NA,"Argentina",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06633022' target='other'> <mi>dwc_moreinfo</mi></a>","P06633022",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P06633022_01",NA,NA,NA,NA,NA,NA,NA,"495","hb",NA,NA
"40","2015-09-04 19:52:09-03","MNHN","RECOLNAT_MNHN_P","P06633023","PreservedSpecimen",NA,NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.",NA,"Bonpland, M.",NA,"1833","1","1",NA,"Argentina",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06633023' target='other'> <mi>dwc_moreinfo</mi></a>","P06633023",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P06633023_01",NA,NA,NA,NA,NA,NA,NA,"495","hb",NA,NA
"41","2015-09-04 19:52:09-03","MNHN","RECOLNAT_MNHN_P","P06633024","PreservedSpecimen",NA,NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.",NA,"Pedersen, T.M.",NA,"1954","12","10",NA,"Argentina","Estancia La Yela; Dep. Empedrado; Prov. Corrientes.","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06633024' target='other'> <mi>dwc_moreinfo</mi></a>","P06633024",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P06633024_01",NA,NA,NA,NA,NA,NA,NA,"3041","hb",NA,NA
"42","2015-09-04 19:52:09-03","MNHN","RECOLNAT_MNHN_P","P06633025","PreservedSpecimen",NA,NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.",NA,"Bonpland, A.",NA,"1832","1","1",NA,"Argentina","Corrientes.","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06633025' target='other'> <mi>dwc_moreinfo</mi></a>","P06633025",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P06633025_01",NA,NA,NA,NA,NA,NA,NA,"495","hb",NA,NA
"43","2015-09-04 19:52:09-03","MNHN","RECOLNAT_MNHN_P","P06633026","PreservedSpecimen",NA,NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.",NA,"Venturi, S.",NA,"1904","1","19",NA,"Argentina","Chaco santafecino, Mocoví.","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06633026' target='other'> <mi>dwc_moreinfo</mi></a>","P06633026",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P06633026_01",NA,NA,NA,NA,NA,NA,NA,"113","hb",NA,NA
"44","2015-09-04 19:52:09-03","MNHN","RECOLNAT_MNHN_P","P06633027","PreservedSpecimen",NA,NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.",NA,"Aguilar, R.M.",NA,"1947","12","21",NA,"Argentina","Margarita Belém. Provincia: Gob. Chaco. Dep. Resistencia.","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06633027' target='other'> <mi>dwc_moreinfo</mi></a>","P06633027",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P06633027_01",NA,NA,NA,NA,NA,NA,NA,"1172","hb",NA,NA
"45","2018-04-11 15:35:05-03","MNHN","RECOLNAT_MNHN_P","P06633028","PreservedSpecimen",NA,NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.",NA,"Calot",NA,"1876","5","1",NA,"Argentina","Territoire du G. Chaco. Colonie Vanguardia.","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06633028' target='other'> <mi>dwc_moreinfo</mi></a>","P06633028",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P06633028_01",NA,NA,NA,NA,NA,NA,NA,"80","hb",NA,NA
"46","2009-11-06 08:22:00-02","MO","MOBOT","100226214","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","J. de Egea","M. Peña-Chocarro|J. de Egea Juvinel","Peña-Chocarro 2284","2005","1","23","South America","Paraguay","Estancia Redondo.",NA,NA,"Ñeembucú",NA,"-58.0511111","-24.5772223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"47","2011-10-30 04:57:00-02","MO","MOBOT","2868747","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.",NA,"Rubén M. Aguilar","Aguilar 1172","1947","12","21","South America","Argentina","Dep. Resistencía. margarita Belén.",NA,NA,"Chaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2015-03-19 11:28:00-03","MO","MOBOT","100781089","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.",NA,"Teodore Meyer","Meyer 15932","1950","12","18","South America","Paraguay","Curupayty",NA,NA,"Ñeembucú",NA,"-58.6166667","-27.15",NA,NA,NA,NA,NA,NA,"45.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"49","2015-11-23 09:11:00-02","MO","MOBOT","100877413","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.",NA,"M. Peña-Chocarro|J. de Egea Juvinel|K. Penayo","Peña-Chocarro 1687","2004","2","11","South America","Paraguay","Estancia Santa Asunción (km 200 Ruta Transchaco).",NA,NA,"Presidente Hayes",NA,"-58.58","-23.9336111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"50","2020-12-07 15:15:00-03","MO","MOBOT","1054257","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.",NA,"Teodoro Rojas","Rojas 2374A","1916","12",NA,"South America","Paraguay","Puerto Casado (Puerto La Victoria), Chaco.",NA,NA,"Alto Paraguay",NA,"-57.9166667","-22.3333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"51","2010-03-13 06:56:00-03","MO","MOBOT","100151248","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","Schinini","Aurelio Schinini|Ramón A. Palacios","Schinini Cacace 25861","1987","12","18","South America","Paraguay","Río Monte Lindo y ruta Trans Chaco, Riacho Michí.",NA,NA,"Presidente Hayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"52","2014-04-24 12:44:00-03","MO","MOBOT","100703384","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.",NA,"Lewis|PIRE","Lewis 975","1980","2","17","South America","Argentina","Las Gamas.",NA,NA,"Santa Fé","Vera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"53","2018-05-17 05:29:00-03","MO","MOBOT","100714550","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.",NA,"Arturo E. Burkart|Nélida M. Bacigalupo|Rosa Guaglianone|María E. Múlgura|Emilio A. Ulibarri","Burkart 30938","1974","12","18","South America","Argentina","Estancia Las Tres Marías, barranca Río Paraná.",NA,NA,"Corrientes","Empedrado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"54","2015-02-03 13:26:00-02","MO","MOBOT","100775089","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.",NA,"Fátima Mereles|Rosa Degen","Mereles H. 4838","1992","10","22","South America","Paraguay","Campo Aroma, km 10 NO.",NA,NA,"Boquerón",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"55","2015-03-19 14:03:00-03","MO","MOBOT","100781087","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.",NA,"August G. Schulz","Schulz 7832","1950","12","14","South America","Paraguay","Frente a la desembocadura del río Bermejo.",NA,NA,"Ñeembucú",NA,"-58.2833333","-26.8833333",NA,NA,NA,NA,NA,NA,"45.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"56","2015-03-19 11:41:00-03","MO","MOBOT","100781088","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.",NA,"Teodore Meyer","Meyer 16127","1950","12","14","South America","Paraguay","Pilar",NA,NA,"Ñeembucú",NA,"-58.2833333","-26.8833333",NA,NA,NA,NA,NA,NA,"50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"57","2008-05-27 22:02:00-03","MO","MOBOT","1223725","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","John Mitchell (NY)","Elsa M. Zardini|J. Fernandez","Zardini 46045","1996","12","13","South America","Paraguay","Estancia Zalazar. Savanna (Espartillar) and bordering dry forest.",NA,NA,"Presidente Hayes",NA,"-59.13111","-22.98527",NA,NA,NA,NA,NA,NA,"60.00000000",NA,NA,NA,NA,NA,NA,"1085",NA,"4",NA
"58","2008-05-27 22:02:00-03","MO","MOBOT","159377","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","J.D. Mitchell (NY)","Elsa M. Zardini|P. Aquino","Zardini 34695","1993","1","14","South America","Paraguay","Estero del Ypoá. Puerto Guyrati - Villa Oliva. 4.5 km S of Puerto Guyrati. Savanna and patches of forest on clay soil.",NA,NA,"Central",NA,"-57.61666","-25.63333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"799",NA,"4",NA
"59","2011-06-09 17:27:00-03","MO","MOBOT","159383","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","J.D. Mitchell (NY)","Elsa M. Zardini|Tulio Tillería","Zardini 34873","1993","1","27","South America","Paraguay","Estero del Ypoá. Paraguari - Carapeguá. Arroyo Mbaey. Dry forest on clay soil and gallery forest along creek.",NA,NA,"Paraguarí",NA,"-57.21666","-25.71666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"802",NA,"4",NA
"60","2008-05-27 22:02:00-03","MO","MOBOT","159428","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","W.J. Hahn (MO)","William J. Hahn","Hahn 2161","1984","3","5","South America","Paraguay","150 km. Dry thorn forest.",NA,NA,"Presidente Hayes",NA,"-58.33333","-24.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-11",NA,"1",NA
"61","2011-06-09 17:27:00-03","MO","MOBOT","167555","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","Ronald Liesner (MO)","Elsa M. Zardini|Tulio Tillería","Zardini 34481","1993","1","7","South America","Paraguay","Estero del Ypoá. Villeta - Puerto Guyrati. Between 11.5 km S of Villeta and Puerto Guyrati. Inundated savanna on clay soil.",NA,NA,"Central",NA,"-57.6","-25.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"797",NA,"4",NA
"62","2011-06-09 17:27:00-03","MO","MOBOT","167562","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","Ronald Liesner (MO)","Elsa M. Zardini|Tulio Tillería","Zardini 34482","1993","1","7","South America","Paraguay","Estero del Ypoá. Villeta - Puerto Guyrati. Between 11.5 km S of Villeta and Puerto Guyrati. Inundated savanna on clay soil.",NA,NA,"Central",NA,"-57.6","-25.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"797",NA,"4",NA
"63","2011-06-09 17:27:00-03","MO","MOBOT","167590","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","Ronald Liesner (MO)","Elsa M. Zardini|Tulio Tillería","Zardini 34554","1993","1","7","South America","Paraguay","Estero del Ypoá. Villeta - Puerto Guyrati. Between 11.5 km S of Villeta and Puerto Guyrati. Inundated savanna on clay soil.",NA,NA,"Central",NA,"-57.6","-25.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"797",NA,"4",NA
"64","2008-05-27 22:02:00-03","MO","MOBOT","167610","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","Ronald Liesner (MO)","Elsa M. Zardini|Leongino Guerrero","Zardini 34610","1993","1","14","South America","Paraguay","Estero del Ypoá. Pureto Guyrati - Villa Oliva. 2 km S of Puerto Guyrati. Savanna and patches of forest on clay soil.",NA,NA,"Central",NA,"-57.6","-25.61666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"798",NA,"4",NA
"65","2008-05-27 22:02:00-03","MO","MOBOT","167624","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","Ronald Liesner (MO)","Elsa M. Zardini|Leongino Guerrero","Zardini 34639","1993","1","14","South America","Paraguay","Estero del Ypoá. Pureto Guyrati - Villa Oliva. 2 km S of Puerto Guyrati. Savanna and patches of forest on clay soil.",NA,NA,"Central",NA,"-57.6","-25.61666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"798",NA,"4",NA
"66","2008-05-27 22:02:00-03","MO","MOBOT","167630","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","Ronald Liesner (MO)","Elsa M. Zardini|Leongino Guerrero","Zardini 34649","1993","1","14","South America","Paraguay","Estero del Ypoá. Pureto Guyrati - Villa Oliva. 2 km S of Puerto Guyrati. Savanna and patches of forest on clay soil.",NA,NA,"Central",NA,"-57.6","-25.61666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"798",NA,"4",NA
"67","2008-05-27 22:02:00-03","MO","MOBOT","167649","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","Ronald Liesner (MO)","Elsa M. Zardini|P. Aquino","Zardini 34734","1993","1","14","South America","Paraguay","Estero del Ypoá. Puerto Guyrati - Villa Oliva. 4.5 km S of Puerto Guyrati. Savanna and patches of forest on clay soil.",NA,NA,"Central",NA,"-57.61666","-25.63333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"799",NA,"4",NA
"68","2011-03-21 08:56:00-03","MO","MOBOT","1878745","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","Juan de Dios Muñoz","Thomas Morong","Morong 914","1888",NA,NA,"South America","Paraguay","Pilcomayo River.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Isotype"
"69","2008-05-27 22:02:00-03","MO","MOBOT","2298700","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.",NA,"TORTORELLI","TORTORELLI 391a","1941",NA,NA,"South America","Argentina","Legua 46, zona A Chaco",NA,NA,"Chaco","Quitilipi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2012-03-07 13:38:00-03","MO","MOBOT","2407001","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","R. Fortunato","Renée H. Fortunato","Fortunato 6180","1998","12","9","South America","Argentina","5 km al W de ruta 3, por ruta 56 en direcc. a San Martín.",NA,NA,"Chaco","Libertador General San Martín","-58.6833333","-26.65",NA,NA,NA,NA,NA,NA,"109.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"71","2011-04-03 21:11:00-03","MO","MOBOT","2408641","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","Schinini, A., //","A. Di Giácomo","Di Giácomo 555","2002","2","6","South America","Argentina","Reserva El Bagual",NA,NA,"Formosa","Laishí","-58.95","-26.18333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2012-07-30 09:31:00-03","MO","MOBOT","2493021","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","Muñoz, J. D.","Teodore Meyer","Meyer 18553","1953","1","25","South America","Paraguay","Chaco- frente a Concepción",NA,NA,"Concepción",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"73","2009-08-21 10:16:00-03","MO","MOBOT","2868389","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","Juan de Dios Muñoz","Elbert L. Little","Little 40041","1984","1","21","South America","Paraguay","Bosque subtropical húmedo. Entre Carapoguá y Paraguarí.",NA,NA,"Paraguarí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2011-10-30 04:57:00-02","MO","MOBOT","2868531","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.",NA,"Rubén M. Aguilar","Aguilar 1175","1947","12","21","South America","Argentina","Dep Resistencia.Gob. Chaco. Dep: Resistencia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2014-03-26 20:44:00-03","MO","MOBOT","2868686","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","Juan de Dios Muñoz","Milan Vavrek|E. Enciso","Vavrek 43","1980","10","31","South America","Paraguay","Parque Nacional Defensores del Chaco. exposición sincubierta; suelo arcilloso; sitio patio de la Administracion; tipo de vegetación aislado.",NA,NA,"Chaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2012-10-01 16:07:00-03","MO","MOBOT","2868805","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","Schinini","Aurelio Schinini|Ramón A. Palacios","Schinini Cacace 25870","1987","12","19","South America","Paraguay","Paraguayo. 15 km E de Pozo Colorado, En quebrachal de Schinopsis balansae y Copernicia alba.",NA,NA,"Presidente Hayes",NA,"-58.6666667","-23.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"77","2009-08-25 17:40:00-03","MO","MOBOT","2868991","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","Juan De Dios Muñoz","Luciano Bernardi","Bernardi 20152","1980",NA,NA,"South America","Argentina","Inter Pozo Colorado et Concepcion 93 km ante hanc civitatem; Dept. Pres. Hayes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2009-08-25 17:40:00-03","MO","MOBOT","2869119","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","Juan de Dios Muñoz","Luciano Bernardi","Bernardi 20168","1980",NA,NA,"South America","Argentina","De Pozo Colorado, 93 km ante civitatem Concepcion, Dept. Presid. Hayes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2012-02-25 06:42:00-02","MO","MOBOT","2869214","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.",NA,"José F. Pensiero|C. D'Angelo","Pensiero 643","1983",NA,NA,"South America","Argentina","Próximo Laguna del Palmar.",NA,NA,"Santa Fé","Vera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2009-10-14 20:42:00-03","MO","MOBOT","2869320","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.",NA,"Fátima Mereles|Rosa Degen","Mereles H. 5495","1993",NA,NA,"South America","Paraguay","Picada Sirascuas. Bosque. Sobre dunas.",NA,NA,"Boquerón",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2012-06-11 09:54:00-03","MO","MOBOT","2869463","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","D. Brunner","J.E. Simonis|William J. Hahn","Simonis 18","1983",NA,NA,"South America","Paraguay","Along Trans Chaco road, 94 km from Asunción.",NA,NA,"Presidente Hayes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2009-07-10 17:57:00-03","MO","MOBOT","2869516","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","T.M.P","Troels M. Pedersen","Pedersen 3041","1954","12","10","South America","Argentina","Estancia La Yela.",NA,NA,"Corrientes","Empedrado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
