"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","occurrenceRemarks","barcode","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","class","order","relatedCatalogItem","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","preparationType","individualCount","typeStatus"
"83","2014-01-16 10:58:00-02","MO","MOBOT","2869567","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.",NA,"Pastor Arenas Rodríguez","Arenas Rodríguez 299","1974","1","7","South America","Paraguay","Pto. Diana, 5 km al N de Bahia Negra.",NA,NA,"Alto Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"84","2009-07-17 07:39:00-03","MO","MOBOT","2869651","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","Juan de Dios Muñoz","Émile Hassler","Hassler 6028a",NA,NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2012-11-26 10:54:00-02","MO","MOBOT","2869800","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","F.A Barkley","Carl A.M. Lindman","Lindman 12261","1893","10","18","South America","Paraguay","Colonia Risso, in silvis tolius territorii,, guum claris, turn densis primcevis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"86","2012-11-26 10:55:00-02","MO","MOBOT","2869898","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","Juan de Dios Muñoz","Carl A.M. Lindman","Lindman 12261","1893","10","18","South America","Paraguay","Colonia risso, in silvis totius territorii, guum claris, tum densis primdvis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"87","2008-05-27 22:02:00-03","MO","MOBOT","3408307","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","H. Maturo","* MATURO","MATURO 305","2005","3","8","South America","Argentina","Estancia Guaycolec. Monte fuerte.",NA,NA,"Formosa",NA,"-58.23527","-25.98777",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2008-05-27 22:02:00-03","MO","MOBOT","809445","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","Ronald Liesner (MO)","Elsa M. Zardini|P. Aquino","Zardini 34247","1992","12","16","South America","Paraguay","Estero del Ypoá. Villeta - Puerto Guyrati. 11 km S of Villeta, east of trail to Villa Oliva. Inundated savanna on clay soil with patches of forest.",NA,NA,"Central",NA,"-57.58333","-25.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"792",NA,"4",NA
"89","2011-06-09 17:28:00-03","MO","MOBOT","809743","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","Ronald Liesner (MO)","Elsa M. Zardini|Tulio Tillería","Zardini 35204","1993","2","24","South America","Paraguay","Estero del Ypoá. 8 km S of Puerto Guyrati, around Arroyo Surubiy. Inundated savanna and forest patches.",NA,NA,"Central",NA,"-57.63333","-25.65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"808",NA,"4",NA
"90","2011-06-09 17:28:00-03","MO","MOBOT","809790","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","Ronald Liesner (MO)","Elsa M. Zardini|Tulio Tillería","Zardini 35266","1993","2","24","South America","Paraguay","Estero del Ypoá. 8 km S of Puerto Guyrati, around Arroyo Surubiy. Inundated savanna and forest patches.",NA,NA,"Central",NA,"-57.63333","-25.65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"808",NA,"4",NA
"91","2008-05-27 22:02:00-03","MO","MOBOT","809803","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","Ronald Liesner (MO)","Elsa M. Zardini|Leongino Guerrero","Zardini 35304","1993","3","4","South America","Paraguay","Estero del Ypoá. Puerto Guyratí - Villa Oliva. 10 km S of Puerto Guyratí. Savanna and patches of forest on clay soil.",NA,NA,"Central",NA,"-57.65","-25.66666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"810",NA,"4",NA
"92","2008-05-27 22:02:00-03","MO","MOBOT","809853","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","D. Brunner (MO)","Elsa M. Zardini|Leongino Guerrero","Zardini 35498","1993","3","12","South America","Paraguay","Estero del Ypoá: Villeta-Puerto Guyratí, 6 km S of Villeta, on trail to Paraguay River. Gallery forest on Paraguay River.",NA,NA,"Central",NA,"-57.56666","-25.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"814",NA,"4",NA
"93","2020-12-07 15:15:00-03","MO","MOBOT","1055257","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.",NA,"Teodoro Rojas","Rojas 7027","1935","1",NA,"South America","Paraguay","Parque (Asunción).",NA,NA,"Central",NA,"-57.6666667","-25.2666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"94","2019-03-29 10:41:11-03","UFSM","HDCF","2376","S","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","Bolzón, G.","Bolzón, G.",NA,NA,NA,NA,NA,"Argentina",NA,"Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-03-29 10:41:11-03","UFSM","HDCF","487","S","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","Marchiori, J. N. C.","Marchiori, J. N. C.",NA,"1981","08","26",NA,"Argentina",NA,NA,NA,"Formosa","El Colorado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1981","09","16",NA,NA,NA,NA,NA,NA
"96","2019-03-29 10:41:11-03","UFSM","HDCF","1745","S","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","Marchiori, J. N. C.","Marchiori, J. N. C.",NA,"1985","07","13","América","Brasil","Castelo de Pedras Altas","Cultivado na floresta do castelo",NA,"Rio Grande do Sul","Pinheiro Machado","-53.584639","-31.738194","-53.584639","-31.738194",NA,NA,NA,NA,NA,NA,"1985","08","01",NA,NA,NA,NA,NA,NA
"97","2021-03-03 13:56:05-03","UFF","NIT","NITw988","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Território de Ponta Porã.",NA,"NITw00001942",NA,"Porto Murtinho","-57.8824996948242","-21.6989002227783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"185577","auto",NA,NA,NA,NA
"98","2021-03-03 13:56:05-03","UFF","NIT","NITw987","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.",NA,NA,NA,NA,NA,NA,NA,"Argentina",NA,"Smiths. Inst. U.S. Nat. Mus. - Wash. 25, D.C.; U. Sw. Cat. nº. 464; U.S. Nat. Herb. s/n","NITw00001941",NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-09-12 05:00:02-03","US","US","2902793","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae",NA,NA,"D. E. Cole","s.n.","1973","10",NA,"South America","Argentina","Near Capitan Solari, Dpto. Sargento Cabral, Chaco State.",NA,"US03348520","Chaco",NA,NA,NA,NA,NA,"Dicotyledonae","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"100","2020-09-12 05:00:02-03","US","US","1233013","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae",NA,NA,"P. Jörgensen","1949","1918","1",NA,"South America","Argentina","Territorio de Formosa. Abundante Formosa.",NA,"US03348523","Formosa",NA,NA,NA,NA,NA,"Dicotyledonae","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"101","2020-09-12 05:00:02-03","US","US","USw5522","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae",NA,NA,"Collector unknown","s.n.",NA,NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"102","2020-09-12 05:00:02-03","US","US","USw464","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae",NA,NA,"Collector unknown","s.n.",NA,NA,NA,"South America","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"103","2020-09-12 05:00:02-03","US","US","USw21537","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae",NA,NA,"H. Nogle","454",NA,NA,NA,"South America","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"104","2020-09-12 05:00:02-03","US","US","USw7424","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae",NA,NA,"Collector unknown","Y.1458",NA,NA,NA,"South America","Argentina","Tartagal",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"105","2020-09-12 05:00:02-03","US","US","2169368","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae",NA,NA,"T. Pederson","3041","1954","12","10","South America","Argentina","Estancia La Yela, Dep. Empedrado.",NA,"US03348516","Corrientes",NA,NA,NA,NA,NA,"Dicotyledonae","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"106","2020-09-12 05:00:02-03","US","US","2026828","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae",NA,NA,"R. Aguilar","1172","1947","12","21","South America","Argentina","Gob. Chaco, Dep. Resistencia, Margarita Belen.",NA,"US03348521","Chaco",NA,NA,NA,NA,NA,"Dicotyledonae","Sapindales",NA,"US03348521_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"107","2020-09-12 05:00:02-03","US","US","920723","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae",NA,NA,"H. M. Curran","411","1913","11","12","South America","Argentina","Vicinity of Barranqueras, Gobernacion de Chaco.",NA,"US03348524","Chaco",NA,NA,NA,NA,NA,"Dicotyledonae","Sapindales",NA,NA,"35","40",NA,NA,NA,NA,NA,NA,NA,"1",NA
"108","2020-09-12 05:00:02-03","US","US","3682105","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae",NA,NA,"E. Zardini & L. Guerrero","34610","1993","1","14","South America","Paraguay","Estero del Ypoá. Pureto Guyrati - Villa Oliva. 2 km S of Puerto Guyrati.",NA,"US03348517","Central",NA,"-57.6","-25.62",NA,NA,"Dicotyledonae","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"109","2020-09-12 05:00:02-03","US","US","1178020","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae",NA,NA,"K. Fiebrig","5092","1909","1",NA,"South America","Paraguay","N. Paraguay: Zwischen Rio Apa und Rio Aquidaban.",NA,"US03348527",NA,NA,NA,NA,NA,NA,"Dicotyledonae","Sapindales",NA,"US03348527_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"110","2020-09-12 05:00:02-03","US","US","1043730","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae",NA,NA,"S. Venturi","113","1904","1","19","South America","Argentina","Chaco Santafecino, Mocovi.",NA,"US03348528","Chaco",NA,NA,NA,NA,NA,"Dicotyledonae","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"111","2020-09-12 05:00:02-03","US","US","2928349","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae",NA,NA,"A. E. Burkart, N. M. Bacigalupo, E. R. Guaglianone, M. E. Múlgura & E. A. Ulibarri","30938","1974","12","18","South America","Argentina","Dpto. Empedrado, Estancia Las Tres Marías, barranca Río Paraná.",NA,"US03348519","Corrientes",NA,NA,NA,NA,NA,"Dicotyledonae","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"112","2020-09-12 05:00:02-03","US","US","920699","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae",NA,NA,"H. M. Curran","379","1913","11","12","South America","Argentina","Vicinity of Barranqueras, Gobernacion de Chaco.",NA,"US03348525","Chaco",NA,NA,NA,NA,NA,"Dicotyledonae","Sapindales",NA,"US03348525_01","35","40",NA,NA,NA,NA,NA,NA,NA,"1",NA
"113","2020-09-12 05:00:02-03","US","US","920449","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae",NA,NA,"H. M. Curran","36","1913","11","25","South America","Argentina","Vicinity of Barranqueras, Gobernacion de Chaco.",NA,"US03348526","Chaco",NA,NA,NA,NA,NA,"Dicotyledonae","Sapindales",NA,NA,"35","40",NA,NA,NA,NA,NA,NA,NA,"1",NA
"114","2020-09-12 05:00:02-03","US","US","2027329","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae",NA,NA,"D. Bourke-Borrowes","s.n.","1905","4","11","South America - Neotropics","Brazil","Rio Branco",NA,"US01884656","Mato Grosso",NA,NA,NA,NA,NA,"Dicotyledonae","Sapindales",NA,"US01884656_01 US01884656_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"115","2020-09-12 05:00:02-03","US","US","2923080","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae",NA,NA,"I. Morel","985","1946","2","12","South America","Argentina","Gob. Formosa, Dep. Piranè, Casco Cué.",NA,"US03348522","Formosa",NA,NA,NA,NA,NA,"Dicotyledonae","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"116","2020-09-12 05:00:02-03","US","US","USw5521","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae",NA,NA,"Collector unknown","s.n.",NA,NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"117","2020-09-12 05:00:02-03","US","US","USw758","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae",NA,NA,"Collector unknown","s.n.",NA,NA,NA,"South America","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"118","2020-09-12 05:00:02-03","US","US","3204276","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae",NA,NA,"G. Schmeda","1456","1991","11",NA,"South America","Paraguay","Olimpo.",NA,"US03348518","Alto Paraguay",NA,NA,NA,NA,NA,"Dicotyledonae","Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"119","2019-11-13 11:14:22-03","USP","SPF","141984","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.",NA,"Balansa, B","3188","1882","01",NA,"Southern America","Peru","Foto do tipo B enviado por F.",NA,"SPF00141984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"phototype"
"120","2021-03-15 18:24:23-03","USP","SPF","216430","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","Silva-Luz, CL","Silva-Luz, CL","316","2014","12","13",NA,"Paraguai","Rota Villeta a Alberdi, próximo ao porto fluvial. Estrada de terra paralela à rodovia, em área urbanizada.","Árvore ca. 8 m alt. Ramos jovens verde-avermelhados. Folhas verdes discolores. Inflorescência jovem creme. Coleta de madeira.; Área antropizada.","SPF00216430","Central","Villeta","-57.553056","-25.5255","-57.553056","-25.5255",NA,NA,NA,NA,"67","67","2014","12","13",NA,NA,NA,NA,NA,NA
"121","2021-03-15 18:24:23-03","USP","SPF","216431","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","Silva-Luz, CL","Silva-Luz, CL","317","2014","12","13",NA,"Paraguai","Rota 9 em direção a Pozo Colorado, próximo ao km 143. Na propriedade Don Fernando.","Árvore ca. 12 m alt. Folhas verdes discolores. Inflorescência jovem esverdeada; pedúnculo avermelhado.; Área de pastagem em meio ao Chaco.","SPF00216431","Presidente Hayes",NA,"-58.125694","-24.378417","-58.125694","-24.378417",NA,NA,NA,NA,"138","138","2014","12","13",NA,NA,NA,NA,NA,NA
"122","2019-09-05 15:48:31-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta","Anacardiaceae","Schinopsis","balansae","Schinopsis balansae",NA,NA,"B. Balansa","3188","1882","1",NA,"South America","Peru",NA,NA,NA,NA,NA,"-74.14","-9.1839",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]"
"123","2015-03-06 19:06:29-03","F","FMNH-SEEDPLANTS","V0204474F","PreservedSpecimen","Plantae","Spermatophyta","Anacardiaceae","Schinopsis","balansae","Schinopsis balansae",NA,NA,NA,NA,NA,NA,NA,"South America","Argentina",NA,NA,"V0204474F",NA,NA,"-64.9208","-35.3869",NA,NA,"Dicotyledoneae",NA,NA,"V0204474F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2015-03-06 19:06:29-03","F","FMNH-SEEDPLANTS","V0204473F","PreservedSpecimen","Plantae","Spermatophyta","Anacardiaceae","Schinopsis","balansae","Schinopsis balansae",NA,NA,NA,NA,NA,NA,NA,"South America","Argentina",NA,NA,"V0204473F",NA,NA,"-64.9208","-35.3869",NA,NA,"Dicotyledoneae",NA,NA,"V0204473F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2015-03-06 19:06:29-03","F","FMNH-SEEDPLANTS","V0204476F","PreservedSpecimen","Plantae","Spermatophyta","Anacardiaceae","Schinopsis","balansae","Schinopsis balansae",NA,NA,NA,NA,NA,NA,NA,"South America","Argentina",NA,NA,"V0204476F",NA,NA,"-64.9208","-35.3869",NA,NA,"Dicotyledoneae",NA,NA,"V0204476F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2015-03-06 19:06:29-03","F","FMNH-SEEDPLANTS","V0204475F","PreservedSpecimen","Plantae","Spermatophyta","Anacardiaceae","Schinopsis","balansae","Schinopsis balansae",NA,NA,NA,NA,NA,NA,NA,"South America","Argentina",NA,NA,"V0204475F",NA,NA,"-64.9208","-35.3869",NA,NA,"Dicotyledoneae",NA,NA,"V0204475F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2015-03-06 19:06:29-03","F","FMNH-SEEDPLANTS","V0204472F","PreservedSpecimen","Plantae","Spermatophyta","Anacardiaceae","Schinopsis","balansae","Schinopsis balansae",NA,NA,NA,NA,NA,NA,NA,"South America","Paraguay",NA,NA,"V0204472F",NA,NA,"-58.1689","-23.2025",NA,NA,"Dicotyledoneae",NA,NA,"V0204472F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2019-06-11 13:05:20-03","F","FMNH-SEEDPLANTS","V0397007F","PreservedSpecimen","Plantae","Spermatophyta","Anacardiaceae","Schinopsis","balansae","Schinopsis balansae",NA,"RRC ID Flag","R. Martínez Crovetto","10647","1976","12","11","South America","Argentina",NA,NA,"V0397007F","Corrientes",NA,"-58","-29",NA,NA,"Dicotyledoneae",NA,NA,"V0397007F_01 V0397007F_02",NA,NA,NA,NA,NA,NA,NA,"10647",NA,NA,NA
"129","2019-04-13 11:45:31-03","F","FMNH-SEEDPLANTS","V0397008F","PreservedSpecimen","Plantae","Spermatophyta","Anacardiaceae","Schinopsis","balansae","Schinopsis balansae",NA,"RRC ID Flag","A. Krapovickas","20890","1972","1","23","South America","Argentina",NA,NA,"V0397008F","Corrientes",NA,"-58","-29",NA,NA,"Dicotyledoneae",NA,NA,"V0397008F_01 V0397008F_02",NA,NA,NA,NA,NA,NA,NA,"20890",NA,NA,NA
"130","2019-10-03 14:20:28-03","IAC","IAC","21748","S","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","A. Krapovickas & C.L. Cristóbal","A. Krapovickas & C.L. Cristóbal","s/nº","1970","12","29",NA,"Argentina",NA,"doação plantas da argentina - 17307",NA,"Chaco","Puente General Belgrano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1970","12","29",NA,NA,NA,NA,NA,NA
"131","2020-09-22 13:46:50-03","USP","SPFW","4783","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","Serviço Florestal","Sem coletor","s.n.",NA,NA,NA,NA,"Brasil",NA,"Ministério da Agricultura, Serviço Florestal, Seção de Tecnologia",NA,"Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-09-22 13:48:25-03","USP","SPFW","6140","PreservedSpecimen","Plantae",NA,"Anacardiaceae","Schinopsis","balansae","Schinopsis balansae","Engl.","C.L. Silva-Luz","Silva-Luz, C.L. Luz, L.F.","316","2014","12","13",NA,"Paraguai",NA,NA,NA,"Central","Villeta","-57.550306","-25.5255","57º33'01,1''W","25º31'31,8''S",NA,NA,NA,NA,"67","67",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-11-21 09:58:10-03","IBt","SP","26358","S","Plantae",NA,"Anacardiaceae","Schinopsis","balansa","Schinopsis balansa","Engl.","Barkley, FA","Venturi, L","113","1904","01","19","Southern America","Argentina",NA,NA,NA,"Santa Fé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1971",NA,NA,NA,NA,NA,NA,NA,NA
